,code,desc,quantity_a,quantity_desc_a,value_a,quantity_b,quantity_desc_b,value_b,value_diff,quantity_diff,quantity_pct,value_pct,value_diff_abs,value_pct_abs
0602,0602,"Plants, live; n.e.c. in heading no. 0601, (including their roots) cuttings and slips; mushroom spawn",5617,No Quantity,0.11,7308,Weight in kilograms,0.1,0.009999999999999995,-1691,-30.10503827666014,9.090909090909086,0.009999999999999995,9.090909090909086
2518,2518,"Dolomite, whether or not calcined or sintered; including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape; dolomite ramming mix",4908,No Quantity,0.0,0,No Quantity,0.0,0.0,4908,100.0,,0.0,
2804,2804,"Hydrogen, rare gases and other non-metals",3665630,No Quantity,3.42,252996,No Quantity,2.92,0.5,3412634,93.09815775187349,14.619883040935672,0.5,14.619883040935672
3701,3701,"Photographic plates and film in the flat, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitised, unexposed, whether or not in packs",269179,No Quantity,2.01,485730,No Quantity,1.79,0.21999999999999975,-216551,-80.44869770673047,10.945273631840784,0.21999999999999975,10.945273631840784
3702,3702,"Photographic film in rolls, sensitised, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitised, unexposed",36142,No Quantity,0.43,49200,No Quantity,0.4,0.02999999999999997,-13058,-36.1297105860218,6.9767441860465045,0.02999999999999997,6.9767441860465045
4012,4012,"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, of rubber",492,No Quantity,0.0,1568,Weight in kilograms,0.01,-0.01,-1076,-218.6991869918699,-inf,0.01,inf
4202,4202,"Trunks; suit, camera, jewellery, cutlery cases; travel, tool, similar bags; wholly or mainly covered by leather, composition leather, plastic sheeting, textile materials, vulcanised fibre, paperboard",16217,No Quantity,0.25,14844,No Quantity,0.78,-0.53,1373,8.466424122834063,-212.0,0.53,212.0
4412,4412,"Plywood, veneered panels and similar laminated wood",109037,No Quantity,0.15,4330,Weight in kilograms,0.0,0.15,104707,96.02887093371974,100.0,0.15,100.0
6117,6117,"Clothing accessories; made up, knitted or crocheted, knitted or crocheted parts of garments or of clothing accessories",5851,No Quantity,0.07,1207,Weight in kilograms,0.02,0.05,4644,79.37104768415657,71.42857142857143,0.05,71.42857142857143
6301,6301,Blankets and travelling rugs,1338,No Quantity,0.01,472,No Quantity,0.01,0.0,866,64.72346786248131,0.0,0.0,0.0
6506,6506,"Headgear; n.e.c. in chapter 65, whether or not lined or trimmed",9820,No Quantity,0.32,1098,No Quantity,0.31,0.010000000000000009,8722,88.81873727087576,3.1250000000000027,0.010000000000000009,3.1250000000000027
7007,7007,"Safety glass, consisting of toughened (tempered) or laminated glass",519416,No Quantity,2.73,360054,No Quantity,8.77,-6.039999999999999,159362,30.680995579650993,-221.24542124542123,6.039999999999999,221.24542124542123
7321,7321,"Stoves, ranges, grates, cookers (those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances and parts, of iron or steel",50660,No Quantity,0.35,47573,No Quantity,0.37,-0.020000000000000018,3087,6.093564942755625,-5.71428571428572,0.020000000000000018,5.71428571428572
8211,8211,"Knives; with cutting blades, serrated or not (including pruning knives), other than knives of heading no. 8208, and blades therefore",881,No Quantity,0.01,10061,No Quantity,0.06,-0.049999999999999996,-9180,-1041.9977298524404,-499.9999999999999,0.049999999999999996,499.9999999999999
8212,8212,Razors and razor blades; (including razor blade blanks in strips),9937,No Quantity,0.16,22703,No Quantity,0.34,-0.18000000000000002,-12766,-128.4693569487773,-112.5,0.18000000000000002,112.5
8412,8412,"Engines and motors; n.e.c. (e.g. reaction engines, hydraulic power engines, pneumatic power engines)",1891499,No Quantity,46.02,4875207,No Quantity,42.23,3.7900000000000063,-2983708,-157.74303872219863,8.235549760973502,3.7900000000000063,8.235549760973502
8413,8413,"Pumps; for liquids, whether or not fitted with measuring device, liquid elevators",1868041,No Quantity,40.91,2063630,No Quantity,41.15,-0.240000000000002,-195589,-10.470273404063402,-0.58665362991934,0.240000000000002,0.58665362991934
8414,8414,"Air or vacuum pumps, air or other gas compressors and fans; ventilating or recycling hoods incorporating a fan whether or not fitted with filters",7034770,No Quantity,123.35,10767982,No Quantity,123.9,-0.5500000000000114,-3733212,-53.068003644753134,-0.44588569112283044,0.5500000000000114,0.44588569112283044
8415,8415,"Air conditioning machines; comprising a motor driven fan and elements for changing the temperature and humidity, including those machines in which the humidity cannot be separately regulated",1656654,No Quantity,29.18,2554925,No Quantity,36.57,-7.390000000000001,-898271,-54.22200411190266,-25.325565455791637,7.390000000000001,25.325565455791637
8417,8417,"Furnaces and ovens; industrial or laboratory, including incinerators, non-electric",519439,No Quantity,7.91,845599,No Quantity,8.33,-0.41999999999999993,-326160,-62.7908185561731,-5.309734513274336,0.41999999999999993,5.309734513274336
8418,8418,"Refrigerators, freezers and other refrigerating or freezing equipment, electric or other; heat pumps other than air conditioning machines of heading no. 8415",2288528,No Quantity,13.86,2096208,No Quantity,21.83,-7.969999999999999,192320,8.403655100571198,-57.5036075036075,7.969999999999999,57.5036075036075
8419,8419,"Machinery, plant (not domestic), or laboratory equipment; electrically heated or not, (excluding items in 85.14) for the treatment of materials by a process involving change of temperature; including instantaneous or non electric storage water heaters",1890529,No Quantity,30.0,3472190,No Quantity,41.05,-11.049999999999997,-1581661,-83.66235059076057,-36.83333333333332,11.049999999999997,36.83333333333332
8420,8420,"Machines; calendering or other rolling machines, for other than metal or glass and cylinders therefor",165796,No Quantity,3.87,295859,No Quantity,4.25,-0.3799999999999999,-130063,-78.44761031629231,-9.81912144702842,0.3799999999999999,9.81912144702842
8421,8421,"Centrifuges, including centrifugal dryers; filtering or purifying machinery and apparatus for liquids or gases",3737912,No Quantity,92.83,2738837,No Quantity,56.23,36.6,999075,26.728157324195966,39.42690940428741,36.6,39.42690940428741
8422,8422,"Dish washing machines; machinery for cleaning, drying, filling, closing, sealing, capsuling or labelling bottles, cans, boxes, bags, etc, machinery for aerating beverages",682529,No Quantity,15.67,569674,No Quantity,13.67,2.0,112855,16.534828556735317,12.763241863433311,2.0,12.763241863433311
8423,8423,"Weighing machines; excluding balances of a sensitivity of 5cg or better, including weight operated counting or checking machines and weights of all kinds",21779,No Quantity,0.72,22990,No Quantity,1.06,-0.3400000000000001,-1211,-5.5604022223242575,-47.222222222222236,0.3400000000000001,47.222222222222236
8424,8424,"Mechanical appliances for projecting, dispersing or spraying liquids or powders; fire extinguishers, spray guns, steam, sand blasting machines",532213,No Quantity,13.78,676030,No Quantity,15.31,-1.5300000000000011,-143817,-27.022451537260455,-11.103047895500733,1.5300000000000011,11.103047895500733
8432,8432,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or sports-ground rollers",15406,No Quantity,0.15,15663,No Quantity,0.14,0.009999999999999981,-257,-1.6681812280929509,6.666666666666654,0.009999999999999981,6.666666666666654
8433,8433,"Harvesting and threshing machinery, straw and fodder balers, grass or hay mowers; machines for cleaning, sorting or grading eggs, fruit or other agricultural produce, other than machinery of heading no 8437",33558,No Quantity,0.34,120242,No Quantity,0.22,0.12000000000000002,-86684,-258.3109839680553,35.294117647058826,0.12000000000000002,35.294117647058826
8437,8437,"Machines for cleaning, sorting, grading seed, grain, dried leguminous vegetables; machinery used in the milling industry for the working of cereals or dried leguminous vegetables, not farm type machinery",381512,No Quantity,5.49,137009,No Quantity,6.02,-0.5299999999999994,244503,64.08789238608485,-9.653916211293248,0.5299999999999994,9.653916211293248
8438,8438,"Machinery n.e.c. in this chapter, for the industrial preparation or manufacture of food or drink; other than machinery for extraction or preparation of animal or fixed vegetable fats or oils",52344,No Quantity,1.24,161642,No Quantity,1.16,0.08000000000000007,-109298,-208.80712211523766,6.451612903225811,0.08000000000000007,6.451612903225811
8439,8439,"Machinery; for making pulp of fibrous cellulosic material, or for making or finishing paper or paperboard",67989,No Quantity,2.29,55267,No Quantity,1.77,0.52,12722,18.71185044639574,22.707423580786028,0.52,22.707423580786028
8441,8441,"Machines; for making up paper pulp, paper or paperboard, including cutting machines of all kinds",197664,No Quantity,4.79,236147,No Quantity,3.44,1.35,-38483,-19.468896713615024,28.18371607515658,1.35,28.18371607515658
8443,8443,"Printing machinery; used for printing by means of plates, cylinders and other printing components of heading 84.42; other printers, copying machines and facsimile machines, whether or not combined; parts and accessories thereof",1839094,No Quantity,36.34,4809863,No Quantity,42.43,-6.089999999999996,-2970769,-161.5343750781635,-16.758392955421012,6.089999999999996,16.758392955421012
8450,8450,Household or laundry-type washing machines; including machines which both wash and dry,2900979,No Quantity,12.05,3222633,No Quantity,11.82,0.23000000000000043,-321654,-11.087774161757117,1.9087136929460613,0.23000000000000043,1.9087136929460613
8451,8451,"Machinery (not of heading no. 8450) for washing, cleaning, wringing, drying, ironing, pressing, bleaching, dyeing, dressing, finishing, coating or impregnating textile yarn, fabrics or made up articles",486040,No Quantity,9.21,955601,No Quantity,6.84,2.370000000000001,-469561,-96.60953830960415,25.73289902280131,2.370000000000001,25.73289902280131
8452,8452,"Sewing machines; other than book-sewing machines of heading no. 8440; furniture, bases and covers specially designed for sewing machines; sewing machine needles",60048,No Quantity,1.71,30398,No Quantity,1.79,-0.08000000000000007,29650,49.37716493471889,-4.678362573099419,0.08000000000000007,4.678362573099419
8453,8453,"Machinery for preparing, tanning or working hides, skins or leather or for making or repairing footwear or other articles of hides, skins or leather, other than sewing machines",241751,No Quantity,2.79,150010,No Quantity,1.11,1.68,91741,37.94855036794056,60.215053763440864,1.68,60.215053763440864
8454,8454,"Converters, ladles, ingot moulds and casting machines; of a kind used metallurgy or in metal foundries",193419,No Quantity,4.28,221556,No Quantity,4.12,0.16000000000000014,-28137,-14.547174786344671,3.738317757009349,0.16000000000000014,3.738317757009349
8455,8455,Metal-rolling mills and rolls therefor,4905951,No Quantity,29.39,3231005,No Quantity,19.43,9.96,1674946,34.141107402010334,33.88907791765907,9.96,33.88907791765907
8467,8467,"Tools; for working in the hand, pneumatic, hydraulic or with self-contained electric or non-electric motor",36442,No Quantity,1.52,49669,No Quantity,2.54,-1.02,-13227,-36.29603205093024,-67.10526315789474,1.02,67.10526315789474
8468,8468,"Machinery and apparatus for soldering, brazing, welding, whether or not capable of cutting, other than those of heading no. 8515; gas-operated surface tempering machines and appliances",145377,No Quantity,7.11,141658,No Quantity,4.53,2.58,3719,2.5581763277547345,36.28691983122363,2.58,36.28691983122363
8474,8474,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores in solid form, shaping, moulding machinery for solid mineral fuels",679952,No Quantity,6.46,768863,No Quantity,4.39,2.0700000000000003,-88911,-13.076070075534743,32.04334365325078,2.0700000000000003,32.04334365325078
8475,8475,"Machines; for assembling electric or electronic lamps, tubes, valves, flash-bulbs, in glass envelopes, machines for manufacturing or hot working glass or glassware",3573,No Quantity,0.16,700,No Quantity,0.15,0.010000000000000009,2873,80.40862020710887,6.250000000000005,0.010000000000000009,6.250000000000005
8477,8477,"Machinery; for working rubber or plastics or for the manufacture of products from these materials, n.e.c. in this chapter",3243301,No Quantity,56.78,4656103,No Quantity,52.82,3.960000000000001,-1412802,-43.56061925797205,6.974286720676296,3.960000000000001,6.974286720676296
8478,8478,"Machinery; for preparing or making up tobacco, n.e.c. in this chapter",756,No Quantity,0.02,92,Weight in kilograms,0.02,0.0,664,87.83068783068782,0.0,0.0,0.0
8479,8479,"Machinery and mechanical appliances; having individual functions, n.e.c. in this chapter",5352431,No Quantity,225.77,7251879,No Quantity,235.21,-9.439999999999998,-1899448,-35.487575645533774,-4.181246401204765,9.439999999999998,4.181246401204765
8482,8482,Ball or roller bearings,2058032,No Quantity,35.88,5161829,No Quantity,36.9,-1.019999999999996,-3103797,-150.81383574210702,-2.8428093645484838,1.019999999999996,2.8428093645484838
8483,8483,Transmission shafts (including cam and crank) and cranks; bearing housings and plain shaft bearings; gears and gearing; ball or roller screws; gear boxes and other speed changers; flywheels and pulleys; clutches and shaft couplings,5189008,No Quantity,73.62,12794230,No Quantity,71.5,2.1200000000000045,-7605222,-146.5640831542368,2.8796522684053305,2.1200000000000045,2.8796522684053305
8486,8486,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays; machines and apparatus specified in note 9-C to this Chapter",13884,No Quantity,0.58,160248,No Quantity,10.91,-10.33,-146364,-1054.1918755401903,-1781.034482758621,10.33,1781.034482758621
8504,8504,"Electric transformers, static converters (e.g. rectifiers) and inductors",1437697,No Quantity,52.0,2507688,No Quantity,64.44,-12.439999999999998,-1069991,-74.42395720377799,-23.92307692307692,12.439999999999998,23.92307692307692
8506,8506,Cells and batteries; primary,128671,No Quantity,1.63,137616,Number of items,11.07,-9.440000000000001,-8945,-6.951838409587243,-579.1411042944786,9.440000000000001,579.1411042944786
8507,8507,"Electric accumulators, including separators therefor; whether or not rectangular (including square)",2537077,No Quantity,31.77,1986643,No Quantity,21.88,9.89,550434,21.69559694088906,31.129996852376458,9.89,31.129996852376458
8508,8508,Vacuum cleaners,6471,No Quantity,0.07,2782,No Quantity,0.08,-0.009999999999999995,3689,57.008190387884405,-14.285714285714276,0.009999999999999995,14.285714285714276
8509,8509,"Electro-mechanical domestic appliances; with self-contained electric motor, other than vacuum cleaners of heading 85.08.",51112,No Quantity,0.62,38176,No Quantity,0.8,-0.18000000000000005,12936,25.309125058694633,-29.032258064516135,0.18000000000000005,29.032258064516135
8511,8511,Ignition or starting equipment; used for spark-ignition or compression-ignition internal combustion engines; generators and cut outs used in conjunction with such engines,3735008,No Quantity,52.07,3403452,No Quantity,45.98,6.090000000000003,331556,8.876982325071324,11.69579412329557,6.090000000000003,11.69579412329557
8512,8512,"Lighting or visual signalling equipment (excluding articles of heading no. 8539), windscreen wipers, defrosters and demisters; electrical, of a kind used for cycles or motor vehicles",2837776,No Quantity,89.71,2574932,No Quantity,86.46,3.25,262844,9.262323735206724,3.622784527923309,3.25,3.622784527923309
8514,8514,Industrial or laboratory electric furnaces and ovens (including those functioning by induction or dielectric loss); other industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss,134187,No Quantity,4.33,355468,No Quantity,3.86,0.4700000000000002,-221281,-164.90494608270546,10.854503464203237,0.4700000000000002,10.854503464203237
8515,8515,"Electric (electrically heated gas) soldering, brazing, welding machines and apparatus, capable or not of cutting, electric machines and apparatus for hot spraying of metals or sintered carbides",589684,No Quantity,35.25,914389,No Quantity,34.07,1.1799999999999997,-324705,-55.064237795158085,3.347517730496453,1.1799999999999997,3.347517730496453
8516,8516,"Electric water, space, soil heaters; electro-thermic hair-dressing apparatus; hand dryers, irons; electro-thermic appliances for domestic purposes; electro heating resistors, not of heading no. 8545",184616,No Quantity,4.37,264785,No Quantity,3.97,0.3999999999999999,-80169,-43.42473025089916,9.153318077803203,0.3999999999999999,9.153318077803203
8517,8517,"Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data (including wired/wireless networks), excluding items of 8443, 8525, 8527, or 8528",1355756,No Quantity,233.12,545714,No Quantity,121.04,112.08,810042,59.74836179961586,48.07824296499656,112.08,48.07824296499656
8518,8518,"Microphones and their stands; loudspeakers, mounted or not in their enclosures; headphones and earphones, combined or not with a microphone, and sets of a microphone and one or more loudspeakers; audio frequency and electric sound amplifiers and sets",378106,No Quantity,15.18,255675,No Quantity,14.92,0.2599999999999998,122431,32.380073312774726,1.7127799736495375,0.2599999999999998,1.7127799736495375
8530,8530,"Signalling, safety or traffic control equipment; for railways, tramways, roads, inland waterways, parking facilities, port installations, airfields, excluding those of heading no. 8608",1225,No Quantity,0.11,1498,No Quantity,0.28,-0.17000000000000004,-273,-22.285714285714285,-154.5454545454546,0.17000000000000004,154.5454545454546
8531,8531,"Signalling apparatus; electric sound or visual (e.g. bells, sirens, indicator panels, burglar or fire alarms), excluding those of heading no. 8512 or 8530",99157,No Quantity,8.94,206747,No Quantity,7.19,1.7499999999999991,-107590,-108.50469457526953,19.57494407158836,1.7499999999999991,19.57494407158836
8539,8539,"Lamps; electric filament or discharge lamps, including sealed beam lamp units and ultra-violet or infra-red lamps, arc lamps, light-emitting diode (LED) lamps",307558,No Quantity,9.54,364720,No Quantity,10.46,-0.9200000000000017,-57162,-18.58576268541218,-9.643605870020982,0.9200000000000017,9.643605870020982
8541,8541,"Diodes, transistors, similar semiconductor devices; including photovoltaic cells assembled or not in modules or panels, light-emitting diodes (LED), mounted piezo-electric crystals",434524,No Quantity,41.98,325943,No Quantity,32.04,9.939999999999998,108581,24.988493155729028,23.677941877084322,9.939999999999998,23.677941877084322
8542,8542,Electronic integrated circuits,1315252,No Quantity,1465.75,220082,No Quantity,1416.67,49.07999999999993,1095170,83.26693287674149,3.348456421627148,49.07999999999993,3.348456421627148
8543,8543,"Electrical machines and apparatus; having individual functions, not specified or included elsewhere in this chapter",216477,No Quantity,18.9,172020,No Quantity,14.87,4.029999999999999,44457,20.536592802006677,21.322751322751323,4.029999999999999,21.322751322751323
8709,8709,"Works trucks, self-propelled, (not fitted with lifting or handling equipment), for factories, warehouses etc, for short distance transport of goods, tractors used on railway station platforms; parts thereof",64524,No Quantity,0.83,73120,No Quantity,0.59,0.24,-8596,-13.322174694687247,28.915662650602407,0.24,28.915662650602407
8716,8716,"Trailers and semi-trailers; other vehicles, not mechanically propelled; parts thereof",360586,No Quantity,1.17,79092,No Quantity,0.34,0.8299999999999998,281494,78.06570415934063,70.94017094017093,0.8299999999999998,70.94017094017093
9001,9001,"Optical fibres and optical fibre bundles; optical fibre cables not of heading no. 8544; sheets, plates of polarising material; lenses, prisms, mirrors, of any material; unmounted; not non optical glass",542781,No Quantity,6.42,1732386,No Quantity,12.88,-6.460000000000001,-1189605,-219.16850442443638,-100.62305295950158,6.460000000000001,100.62305295950158
9003,9003,"Frames and mountings; for spectacles, goggles or the like, and parts",44,No Quantity,0.01,205,Number of items,0.02,-0.01,-161,-365.90909090909093,-100.0,0.01,100.0
9005,9005,"Binoculars, monoculars, other optical telescopes, mountings therefore; other astronomical instruments, mountings therefore, but not including instruments for radio-astronomy",153,No Quantity,0.01,0,No Quantity,0.0,0.01,153,100.0,100.0,0.01,100.0
9006,9006,"Cameras, photographic (excluding cinematographic); photographic flashlight apparatus and flashbulbs other than discharge lamps of heading no. 8539",131,No Quantity,0.06,41,No Quantity,0.01,0.049999999999999996,90,68.70229007633588,83.33333333333333,0.049999999999999996,83.33333333333333
9011,9011,"Microscopes, compound optical; including those for photomicrography, cinephotomicrography or microprojection",757,No Quantity,0.18,846,No Quantity,0.06,0.12,-89,-11.756935270805812,66.66666666666666,0.12,66.66666666666666
9012,9012,Microscopes (excluding optical microscopes); diffraction apparatus,2475,No Quantity,0.92,1775,No Quantity,0.59,0.33000000000000007,700,28.28282828282828,35.86956521739131,0.33000000000000007,35.86956521739131
9013,9013,"Liquid crystal devices not constituting articles provided for more specifically in other headings; lasers, not laser diodes; other optical appliances and instruments n.e.c. in this chapter",16807,No Quantity,3.43,293470,No Quantity,5.24,-1.81,-276663,-1646.1176890581307,-52.769679300291536,1.81,52.769679300291536
9014,9014,Navigational instruments and appliances; direction finding compasses,52,No Quantity,0.02,1,No Quantity,0.0,0.02,51,98.07692307692307,100.0,0.02,100.0
9015,9015,"Surveying (including photogrammetrical surveying), hydrographic, oceanographic, hydrological, meteorological or geophysical instruments and appliances, excluding compasses, rangefinders",2007,No Quantity,1.04,5336,No Quantity,0.97,0.07000000000000006,-3329,-165.86945690084704,6.730769230769236,0.07000000000000006,6.730769230769236
9017,9017,"Drawing, marking-out, mathematical calculating instruments (drafting machines, protractors, drawing sets etc); instruments for measuring length (e.g. measuring rods, tapes, micrometers, callipers) n.e.c.",42028,No Quantity,1.19,15902,No Quantity,0.94,0.25,26126,62.16331969163414,21.008403361344538,0.25,21.008403361344538
9018,9018,"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight testing instruments",270864,No Quantity,62.63,1857456,No Quantity,88.75,-26.119999999999997,-1586592,-585.75225943647,-41.70525307360689,26.119999999999997,41.70525307360689
9022,9022,"X-ray, alpha, beta, gamma radiation apparatus; x-ray tubes, x-ray generators, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and the like",138581,No Quantity,26.01,188511,No Quantity,26.64,-0.629999999999999,-49930,-36.029470129382815,-2.4221453287197194,0.629999999999999,2.4221453287197194
9024,9024,"Machines and appliances for testing the hardness, strength, compressibility, elasticity of other mechanical properties of materials (e.g. metals, wood, textiles, paper, plastics)",20094,No Quantity,2.97,54630,No Quantity,2.61,0.3600000000000003,-34536,-171.8722006569125,12.121212121212132,0.3600000000000003,12.121212121212132
9025,9025,"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not",23135,No Quantity,2.56,56407,No Quantity,3.15,-0.5899999999999999,-33272,-143.81672790144802,-23.046874999999993,0.5899999999999999,23.046874999999993
9026,9026,"Instruments, apparatus for measuring or checking the flow, level, pressure of liquids, gases (e.g. flow meters, heat meters etc), not instruments and apparatus of heading no. 9014, 9015, 9028 or 9032",71104,No Quantity,10.53,119630,No Quantity,8.95,1.58,-48526,-68.24651215121513,15.004748338081672,1.58,15.004748338081672
9027,9027,"Instruments and apparatus; for physical or chemical analysis (e.g. polarimeters, spectrometers), for measuring or checking viscosity, porosity, etc, for measuring quantities of heat, sound or light",99473,No Quantity,16.01,427100,No Quantity,43.63,-27.62,-327627,-329.36274164848754,-172.51717676452216,27.62,172.51717676452216
9028,9028,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor",8862,No Quantity,0.25,10979,No Quantity,0.26,-0.010000000000000009,-2117,-23.888512751071993,-4.0000000000000036,0.010000000000000009,4.0000000000000036
9029,9029,"Revolution counter, production counters, taximeters, mileometers, pedometers and the like, speed indicators and tachometers, other than those of heading no. 9015, stroboscopes",100074,No Quantity,5.42,150060,No Quantity,7.05,-1.63,-49986,-49.94903771209305,-30.073800738007378,1.63,30.073800738007378
9030,9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",62758,No Quantity,12.11,110357,No Quantity,16.65,-4.539999999999999,-47599,-75.84531055801651,-37.489677952105694,4.539999999999999,37.489677952105694
9031,9031,"Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors",549782,No Quantity,115.42,2410966,No Quantity,134.74,-19.320000000000007,-1861184,-338.5312723952403,-16.738866747530764,19.320000000000007,16.738866747530764
9032,9032,Regulating or controlling instruments and apparatus; automatic type,1257073,No Quantity,136.47,2048643,No Quantity,115.1,21.370000000000005,-791570,-62.96929454375363,15.65911922034147,21.370000000000005,15.65911922034147
9401,9401,"Seats (not those of heading no. 9402), whether or not convertible into beds and parts thereof",4889828,No Quantity,32.45,4093882,No Quantity,25.29,7.160000000000004,795946,16.27758685990591,22.064714946070886,7.160000000000004,22.064714946070886
9403,9403,"Furniture and parts thereof, n.e.c. in chapter 94",568676,No Quantity,3.05,407694,No Quantity,2.75,0.2999999999999998,160982,28.308210650704442,9.836065573770487,0.2999999999999998,9.836065573770487
9404,9404,"Mattress supports; articles of bedding (e.g. mattresses, quilts, eiderdowns, cushions pouffes and pillows), fitted with springs or stuffed, whether or not covered",930524,No Quantity,4.75,268059,No Quantity,5.81,-1.0599999999999996,662465,71.19268283246859,-22.3157894736842,1.0599999999999996,22.3157894736842
9504,9504,"Video game consoles and machines, articles for funfair, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling alley equipment",108540,No Quantity,1.37,14788,No Quantity,0.43,0.9400000000000002,93752,86.37552975861433,68.61313868613139,0.9400000000000002,68.61313868613139
9506,9506,"Gymnastics, athletics, other sports (including table tennis) or outdoor games equipment, n.e.c. in this chapter, swimming pools and paddling pools",98580,No Quantity,1.09,120387,No Quantity,1.48,-0.3899999999999999,-21807,-22.121119902617163,-35.77981651376146,0.3899999999999999,35.77981651376146
9507,9507,"Fishing rods, fish-hooks and other line fishing tackle; fish landing nets and the like; decoy birds (not those of heading no. 9208 or 9705) and similar hunting or shooting requisites",16389,No Quantity,0.26,14639,No Quantity,0.26,0.0,1750,10.677893709195192,0.0,0.0,0.0
9608,9608,"Pens; ball-point, felt tipped, other porous tipped pens; fountain pens, stylograph pens duplicating stylos, propelling or sliding pencils; parts of the foregoing, excluding those of heading no. 9609",16535,No Quantity,0.26,13433,No Quantity,0.18,0.08000000000000002,3102,18.76020562443302,30.769230769230777,0.08000000000000002,30.769230769230777
9701,9701,"Paintings, drawings, pastels, executed entirely by hand; not drawings of heading no. 4906 and not hand-painted, hand-decorated manufactured articles; collages and similar decorative plaques",259,No Quantity,0.23,99,No Quantity,0.02,0.21000000000000002,160,61.77606177606177,91.30434782608697,0.21000000000000002,91.30434782608697
9999,9999,Commodities not specified according to kind,0,No Quantity,111.44,0,No Quantity,1.35,110.09,0,,98.78858578607323,110.09,98.78858578607323
5703,5703,"Carpets and other textile floor coverings; tufted, whether or not made up",11616,Area in square metres,0.05,45046,Area in square metres,0.28,-0.23000000000000004,-33430,-287.7926997245179,-460.00000000000006,0.23000000000000004,460.00000000000006
5704,5704,"Carpets and other textile floor coverings; of felt, (not tufted or flocked), whether or not made up",0,Area in square metres,0.02,150,Area in square metres,0.01,0.01,-150,-inf,50.0,0.01,50.0
5705,5705,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up",6793,Area in square metres,0.03,1942,Area in square metres,0.04,-0.010000000000000002,4851,71.41174738701605,-33.33333333333334,0.010000000000000002,33.33333333333334
5905,5905,Textile wall coverings,4331,Area in square metres,0.05,66,No Quantity,0.0,0.05,4265,98.47610251673979,100.0,0.05,100.0
6907,6907,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics",31491,Area in square metres,0.01,123789,Area in square metres,0.15,-0.13999999999999999,-92298,-293.0932647423073,-1399.9999999999998,0.13999999999999999,1399.9999999999998
7004,7004,"Glass; drawn glass and blown glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",0,Area in square metres,0.0,0,Area in square metres,0.0,0.0,0,,,0.0,
4011,4011,"New pneumatic tyres, of rubber",862162,Number of items,3.81,680014,Number of items,2.96,0.8500000000000001,182148,21.126887986248523,22.30971128608924,0.8500000000000001,22.30971128608924
4013,4013,"Inner tubes, of rubber",216966,Number of items,0.75,185353,Number of items,0.73,0.020000000000000018,31613,14.570485698219999,2.6666666666666687,0.020000000000000018,2.6666666666666687
4415,4415,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood",1114267,Number of items,0.48,1106661,Number of items,0.52,-0.040000000000000036,7606,0.6826012077895154,-8.333333333333341,0.040000000000000036,8.333333333333341
6101,6101,"Coats; men's or boys' overcoats, car-coats, capes, cloaks, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles; knitted or crocheted, other than those of heading no. 6103",7,Number of items,0.0,0,Number of items,0.0,0.0,7,100.0,,0.0,
6102,6102,"Coats; women's or girls' overcoats, car-coats, capes, cloaks, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading no. 6104",43,Number of items,0.0,0,Number of items,0.0,0.0,43,100.0,,0.0,
6103,6103,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches, shorts (not swimwear); men's or boys', knitted or crocheted",84,Number of items,0.0,0,Number of items,0.0,0.0,84,100.0,,0.0,
