,code,desc,quantity_a,quantity_desc_a,value_a,quantity_b,quantity_desc_b,value_b,value_diff,quantity_diff,quantity_pct,value_pct,value_diff_abs,value_pct_abs
0604,0604,"Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens; suitable for bouquets or for ornamental purposes, fresh, dried, dyed, bleached, impregnated etc.",190,Weight in kilograms,0.0,190,Weight in kilograms,0.0,0.0,0,0.0,,0.0,
0712,0712,"Vegetables, dried; whole, cut, sliced, broken or in powder, but not further prepared",12,Weight in kilograms,0.0,20,Weight in kilograms,0.0,0.0,-8,-66.66666666666666,,0.0,
0806,0806,Grapes; fresh or dried,112,Weight in kilograms,0.0,21,Weight in kilograms,0.0,0.0,91,81.25,,0.0,
0808,0808,"Apples, pears and quinces; fresh",55621,Weight in kilograms,0.1,83267,Weight in kilograms,0.2,-0.1,-27646,-49.70424839539023,-100.0,0.1,100.0
0810,0810,"Fruit, fresh; n.e.c. in chapter 08",100,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,100,100.0,,0.0,
0813,0813,"Fruit, dried, other than that of heading no. 0801 to 0806; mixtures of nuts or dried fruits of this chapter",219,Weight in kilograms,0.0,24,Weight in kilograms,0.0,0.0,195,89.04109589041096,,0.0,
0901,0901,"Coffee, whether or not roasted or decaffeinated; husks and skins; coffee substitutes containing coffee in any proportion",49,Weight in kilograms,0.0,48,Weight in kilograms,0.0,0.0,1,2.0408163265306123,,0.0,
0902,0902,Tea,40,Weight in kilograms,0.0,44,Weight in kilograms,0.0,0.0,-4,-10.0,,0.0,
0904,0904,Pepper of the genus piper; dried or crushed or ground fruits of the genus capsicum or of the genus pimenta,8386,Weight in kilograms,0.02,1850,Weight in kilograms,0.01,0.01,6536,77.93942284760314,50.0,0.01,50.0
0908,0908,"Nutmeg, mace and cardamoms",10000,Weight in kilograms,0.09,0,Weight in kilograms,0.0,0.09,10000,100.0,100.0,0.09,100.0
0909,0909,"Seeds of anise, badian, fennel, coriander, cumin, caraway or juniper",13970,Weight in kilograms,0.04,0,Weight in kilograms,0.0,0.04,13970,100.0,100.0,0.04,100.0
0910,0910,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",56100,Weight in kilograms,0.02,9005,Weight in kilograms,0.01,0.01,47095,83.94830659536542,50.0,0.01,50.0
1006,1006,Rice,17177,Weight in kilograms,0.03,3800,Weight in kilograms,0.0,0.03,13377,77.8773941899051,100.0,0.03,100.0
1008,1008,"Buckwheat, millet and canary seeds; other cereals",11000,Weight in kilograms,0.01,0,Weight in kilograms,0.0,0.01,11000,100.0,100.0,0.01,100.0
1104,1104,"Cereal grains otherwise worked (e.g. hulled, rolled, flaked, pearled, sliced or kibbled) except rice of heading no. 1006; germ of cereals whole, rolled, flaked or ground",247000,Weight in kilograms,0.13,57000,Weight in kilograms,0.02,0.11,190000,76.92307692307693,84.61538461538461,0.11,84.61538461538461
1108,1108,Starches; inulin,0,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,0,,,0.0,
1207,1207,"Oil seeds and oleaginous fruits, n.e.c. in chapter 12; whether or not broken",308000,Weight in kilograms,0.49,150,Weight in kilograms,0.0,0.49,307850,99.9512987012987,100.0,0.49,100.0
1209,1209,"Seeds, fruit and spores; of a kind used for sowing",96107,Weight in kilograms,5.07,126512,Weight in kilograms,5.07,0.0,-30405,-31.636613358028033,0.0,0.0,0.0
1210,1210,"Hop cones, fresh or dried, whether or not ground, powdered or in the form of pellets; lupulin",2940,Weight in kilograms,0.02,2940,Weight in kilograms,0.02,0.0,0,0.0,0.0,0.0,0.0
1211,1211,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",39741,Weight in kilograms,0.19,3566,Weight in kilograms,0.37,-0.18,36175,91.02689917213961,-94.73684210526315,0.18,94.73684210526315
1213,1213,"Cereal straw and husks, unprepared; whether or not chopped, ground, pressed or in the form of pellets",19000,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,19000,100.0,,0.0,
1301,1301,"Lac; natural gums, resins, gum-resins and oleoresins (for example, balsams)",100,Weight in kilograms,0.01,0,Weight in kilograms,0.0,0.01,100,100.0,100.0,0.01,100.0
1302,1302,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products",127444,Weight in kilograms,1.04,52334,Weight in kilograms,0.71,0.33000000000000007,75110,58.93568940083488,31.730769230769234,0.33000000000000007,31.730769230769234
1509,1509,"Olive oil and its fractions; whether or not refined, but not chemically modified",153,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,153,100.0,,0.0,
1515,1515,"Fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined; but not chemically modified",21893,Weight in kilograms,0.04,521,Weight in kilograms,0.01,0.03,21372,97.62024391357969,75.0,0.03,75.0
1520,1520,"Glycerol, crude; glycerol waters and glycerol lyes",1313980,Weight in kilograms,0.31,809700,Weight in kilograms,0.14,0.16999999999999998,504280,38.378057504680434,54.83870967741935,0.16999999999999998,54.83870967741935
1521,1521,"Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti; whether or not refined or coloured",568,Weight in kilograms,0.0,764,Weight in kilograms,0.0,0.0,-196,-34.50704225352113,,0.0,
1603,1603,"Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates",1800,Weight in kilograms,0.0,67560,Weight in kilograms,0.2,-0.2,-65760,-3653.333333333333,-inf,0.2,inf
1702,1702,"Sugars, including lactose, maltose, glucose or fructose in solid form; sugar syrups without added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel",8233,Weight in kilograms,0.01,266575,Weight in kilograms,0.73,-0.72,-258342,-3137.884124863355,-7200.0,0.72,7200.0
1704,1704,"Sugar confectionery (including white chocolate), not containing cocoa",10930,Weight in kilograms,0.03,15633,Weight in kilograms,0.08,-0.05,-4703,-43.02836230558097,-166.66666666666669,0.05,166.66666666666669
1806,1806,Chocolate and other food preparations containing cocoa,31,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,31,100.0,,0.0,
1901,1901,"Malt extract; flour/groats/meal/starch/malt extract products, no cocoa (or less than 40% by weight) and food preparations of goods of headings 04.01 to 04.04, no cocoa (or less than 5% by weight), weights calculated on a totally defatted basis, n.e.c.",6442,Weight in kilograms,0.02,15884,Weight in kilograms,0.06,-0.039999999999999994,-9442,-146.56938838869914,-199.99999999999994,0.039999999999999994,199.99999999999994
1902,1902,"Pasta; whether or not cooked or stuffed with meat or other substance, or otherwise prepared, egg spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous, whether or not prepared",450954,Weight in kilograms,1.29,1116869,Weight in kilograms,3.86,-2.57,-665915,-147.6680548348612,-199.22480620155036,2.57,199.22480620155036
1904,1904,"Prepared foods obtained by swelling or roasting cereals or cereal products (e.g. corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (not flour and meal), pre-cooked or otherwise prepared, n.e.c.",164776,Weight in kilograms,0.28,1947,Weight in kilograms,0.01,0.27,162829,98.81839588289557,96.42857142857143,0.27,96.42857142857143
1905,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",10179,Weight in kilograms,0.06,139811,Weight in kilograms,0.27,-0.21000000000000002,-129632,-1273.523921799784,-350.00000000000006,0.21000000000000002,350.00000000000006
2001,2001,"Vegetables, fruit, nuts and other edible parts of plants; prepared or preserved by vinegar or acetic acid",2078,Weight in kilograms,0.01,285,Weight in kilograms,0.0,0.01,1793,86.28488931665062,100.0,0.01,100.0
2004,2004,"Vegetables preparations n.e.c.; prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading no. 2006",2934,Weight in kilograms,0.03,0,Weight in kilograms,0.0,0.03,2934,100.0,100.0,0.03,100.0
2005,2005,"Vegetables preparations n.e.c.; prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading no. 2006",6711,Weight in kilograms,0.04,8979,Weight in kilograms,0.03,0.010000000000000002,-2268,-33.795261510952166,25.000000000000007,0.010000000000000002,25.000000000000007
2006,2006,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glace or crystallised)",97,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,97,100.0,,0.0,
2007,2007,"Jams, fruit jellies, marmalades, fruit or nut puree and fruit or nut pastes, being cooked preparations; whether or not containing added sugar or other sweetening matter",450,Weight in kilograms,0.0,45,Weight in kilograms,0.0,0.0,405,90.0,,0.0,
2008,2008,"Fruit, nuts and other edible parts of plants; prepared or preserved in ways n.e.c., whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included",3623,Weight in kilograms,0.09,9458,Weight in kilograms,0.07,0.01999999999999999,-5835,-161.05437482749102,22.222222222222214,0.01999999999999999,22.222222222222214
2009,2009,"Fruit juices (including grape must) and vegetable juices, unfermented, not containing added spirit; whether or not containing added sugar or other sweetening matter",90,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,90,100.0,,0.0,
2101,2101,"Extracts, essences, concentrates of coffee, tea or mate; preparations with a basis of these products or with a basis of coffee, tea or mate; roasted chicory and other roasted coffee substitutes and extracts, essences and concentrates thereof",49045,Weight in kilograms,0.87,81953,Weight in kilograms,1.09,-0.22000000000000008,-32908,-67.09756346212662,-25.287356321839088,0.22000000000000008,25.287356321839088
2102,2102,"Yeasts (active or inactive); other single-cell micro-organisms, dead (but not including vaccines of heading no. 3002); prepared baking powders",122,Weight in kilograms,0.0,120,Weight in kilograms,0.0,0.0,2,1.639344262295082,,0.0,
2103,2103,"Sauces and preparations therefor; mixed condiments and mixed seasonings, mustard flour and meal and prepared mustard",49834,Weight in kilograms,0.11,379904,Weight in kilograms,1.01,-0.9,-330070,-662.3389653650119,-818.1818181818181,0.9,818.1818181818181
2104,2104,Soups and broths and preparations therefor; homogenised composite food preparations,2941,Weight in kilograms,0.01,130,Weight in kilograms,0.0,0.01,2811,95.57973478408705,100.0,0.01,100.0
2106,2106,Food preparations not elsewhere specified or included,316635,Weight in kilograms,1.19,29230,Weight in kilograms,0.83,0.36,287405,90.76855053926445,30.252100840336134,0.36,30.252100840336134
2309,2309,Preparations of a kind used in animal feeding,176047,Weight in kilograms,0.87,142235,Weight in kilograms,0.4,0.47,33812,19.20623469868842,54.02298850574713,0.47,54.02298850574713
2402,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",1236,Weight in kilograms,0.03,1450,Weight in kilograms,0.01,0.019999999999999997,-214,-17.313915857605178,66.66666666666666,0.019999999999999997,66.66666666666666
2403,2403,Manufactured tobacco and manufactured tobacco substitutes n.e.c; homogenised or reconstituted tobacco; tobacco extracts and essences,193780,Weight in kilograms,0.72,142780,Weight in kilograms,0.63,0.08999999999999997,51000,26.318505521725665,12.499999999999996,0.08999999999999997,12.499999999999996
2501,2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,660,Weight in kilograms,0.0,2797,Weight in kilograms,0.0,0.0,-2137,-323.78787878787875,,0.0,
2503,2503,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",11420301,Weight in kilograms,1.73,7243500,Weight in kilograms,0.95,0.78,4176801,36.5734756027884,45.08670520231214,0.78,45.08670520231214
2504,2504,Graphite; natural,2722,Weight in kilograms,0.0,20,Weight in kilograms,0.0,0.0,2702,99.26524614254225,,0.0,
2505,2505,"Sands of all kinds; natural, whether or not coloured, other than metal-bearing sands of chapter 26",75,Weight in kilograms,0.0,75,Weight in kilograms,0.0,0.0,0,0.0,,0.0,
2506,2506,"Quartz; (other than natural sands), quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",7,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,7,100.0,,0.0,
2507,2507,Kaolin and other kaolinic clays; whether or not calcined,92993,Weight in kilograms,0.07,120893,Weight in kilograms,0.08,-0.009999999999999995,-27900,-30.00225823449077,-14.285714285714276,0.009999999999999995,14.285714285714276
2508,2508,"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth",1657234,Weight in kilograms,2.27,2877104,Weight in kilograms,3.75,-1.48,-1219870,-73.6087963437873,-65.19823788546255,1.48,65.19823788546255
2513,2513,"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat treated",1360,Weight in kilograms,0.0,1450,Weight in kilograms,0.0,0.0,-90,-6.61764705882353,,0.0,
2519,2519,"Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; magnesium oxide, pure or not",402400,Weight in kilograms,0.32,675917,Weight in kilograms,0.45,-0.13,-273517,-67.97142147117296,-40.625,0.13,40.625
2520,2520,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate), coloured or not, with or without small quantities of accelerators or retarders",38626,Weight in kilograms,0.04,28900,Weight in kilograms,0.03,0.010000000000000002,9726,25.17993061668306,25.000000000000007,0.010000000000000002,25.000000000000007
2521,2521,"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of lime or cement",7350,Weight in kilograms,0.05,0,Weight in kilograms,0.0,0.05,7350,100.0,100.0,0.05,100.0
2523,2523,"Portland cement, aluminous cement (ciment fondu), slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers",314996,Weight in kilograms,0.31,389530,Weight in kilograms,0.36,-0.04999999999999999,-74534,-23.66188777000343,-16.129032258064512,0.04999999999999999,16.129032258064512
2525,2525,"Mica, including splittings; mica waste",12516,Weight in kilograms,0.13,4103,Weight in kilograms,0.13,0.0,8413,67.21796100990733,0.0,0.0,0.0
2526,2526,"Natural steatite; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc",72130,Weight in kilograms,0.09,120531,Weight in kilograms,0.15,-0.06,-48401,-67.10245390267573,-66.66666666666666,0.06,66.66666666666666
2529,2529,Feldspar; leucite; nepheline and nepheline syenite; fluorspar,1,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,1,100.0,,0.0,
2530,2530,Mineral substances not elsewhere specified or included,1810,Weight in kilograms,0.0,232310,Weight in kilograms,0.09,-0.09,-230500,-12734.806629834255,-inf,0.09,inf
2613,2613,Molybdenum ores and concentrates,54114,Weight in kilograms,1.12,30000,Weight in kilograms,0.49,0.6300000000000001,24114,44.561481317219204,56.25,0.6300000000000001,56.25
2619,2619,"Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel",47775000,Weight in kilograms,6.2,0,Weight in kilograms,0.0,6.2,47775000,100.0,100.0,6.2,100.0
2620,2620,"Slag, ash and residues; (not from the manufacture of iron or steel) containing metals, arsenic or their compounds",43970,Weight in kilograms,0.08,21760,Weight in kilograms,0.04,0.04,22210,50.51171253127132,50.0,0.04,50.0
2707,2707,Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the aromatic constituents exceeds that of the non-aromatic constituents,121000472,Weight in kilograms,85.8,124721238,Weight in kilograms,80.12,5.679999999999993,-3720766,-3.0750012280943833,6.620046620046612,5.679999999999993,6.620046620046612
2708,2708,Pitch and pitch coke; obtained from coal tar or from other mineral tars,102000,Weight in kilograms,0.43,0,Weight in kilograms,0.0,0.43,102000,100.0,100.0,0.43,100.0
2710,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",1057374000,Weight in kilograms,731.02,1005092822,Weight in kilograms,634.73,96.28999999999996,52281178,4.94443574364416,13.172006237859424,96.28999999999996,13.172006237859424
2711,2711,Petroleum gases and other gaseous hydrocarbons,3177578,Weight in kilograms,3.62,53870,Weight in kilograms,0.1,3.52,3123708,98.30468363011073,97.23756906077348,3.52,97.23756906077348
2712,2712,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, similar products obtained by synthesis, other processes; coloured or not",2762059,Weight in kilograms,3.75,3176075,Weight in kilograms,3.72,0.029999999999999805,-414016,-14.989397402445059,0.7999999999999948,0.029999999999999805,0.7999999999999948
2801,2801,"Fluorine, chlorine, bromine and iodine",64275,Weight in kilograms,0.4,23558,Weight in kilograms,0.21,0.19000000000000003,40717,63.348113574484636,47.5,0.19000000000000003,47.5
2802,2802,"Sulphur; sublimed or precipitated, colloidal sulphur",62255,Weight in kilograms,0.08,46180,Weight in kilograms,0.06,0.020000000000000004,16075,25.821219179182396,25.000000000000007,0.020000000000000004,25.000000000000007
2803,2803,Carbon; carbon blacks and other forms of carbon n.e.c.,60411875,Weight in kilograms,68.24,62210980,Weight in kilograms,65.25,2.989999999999995,-1799105,-2.9780651568917538,4.381594372801868,2.989999999999995,4.381594372801868
2805,2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",121,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,121,100.0,,0.0,
2806,2806,Hydrogen chloride (hydrochloric acid); chlorosulphuric acid,54,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,54,100.0,,0.0,
2807,2807,Sulphuric acid; oleum,609611000,Weight in kilograms,40.83,644055300,Weight in kilograms,19.83,21.0,-34444300,-5.650209723905901,51.43277002204262,21.0,51.43277002204262
2808,2808,Nitric acid; sulphonitric acids,36748010,Weight in kilograms,5.03,38216413,Weight in kilograms,3.14,1.8900000000000001,-1468403,-3.9958707968132154,37.57455268389662,1.8900000000000001,37.57455268389662
2809,2809,Diphosphorus pentoxide; phosphoric acid and polyphosphoric acids,4847033,Weight in kilograms,2.59,4688469,Weight in kilograms,2.35,0.23999999999999977,158564,3.2713620889315176,9.266409266409257,0.23999999999999977,9.266409266409257
2811,2811,Inorganic acids and other inorganic oxygen compounds of non-metals; n.e.c. in heading no. 2806 to 2810,832922,Weight in kilograms,2.28,796890,Weight in kilograms,2.3,-0.020000000000000018,36032,4.325975301408776,-0.8771929824561412,0.020000000000000018,0.8771929824561412
2812,2812,Halides and halide oxides of non-metals,47700,Weight in kilograms,0.28,47700,Weight in kilograms,0.27,0.010000000000000009,0,0.0,3.571428571428574,0.010000000000000009,3.571428571428574
2814,2814,Ammonia; anhydrous or in aqueous solution,7802,Weight in kilograms,0.02,7107,Weight in kilograms,0.02,0.0,695,8.90797231479108,0.0,0.0,0.0
2815,2815,Sodium hydroxide (caustic soda); potassium hydroxide (caustic potash) peroxides of sodium or potassium,50767115,Weight in kilograms,26.72,50464340,Weight in kilograms,20.59,6.129999999999999,302775,0.5963998545121187,22.941616766467064,6.129999999999999,22.941616766467064
2816,2816,"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides of strontium or barium",1,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,1,100.0,,0.0,
2817,2817,Zinc; oxide and peroxide,42520,Weight in kilograms,0.08,27320,Weight in kilograms,0.04,0.04,15200,35.74788334901223,50.0,0.04,50.0
2818,2818,Aluminium oxide (including artificial corundum); aluminium hydroxide,887794,Weight in kilograms,0.82,925301,Weight in kilograms,0.79,0.029999999999999916,-37507,-4.2247413251272254,3.6585365853658436,0.029999999999999916,3.6585365853658436
2819,2819,Chromium oxides and hydroxides,177557,Weight in kilograms,0.55,187417,Weight in kilograms,0.56,-0.010000000000000009,-9860,-5.553146313578175,-1.8181818181818195,0.010000000000000009,1.8181818181818195
2820,2820,Manganese oxides,51000,Weight in kilograms,0.02,50890,Weight in kilograms,0.01,0.01,110,0.2156862745098039,50.0,0.01,50.0
2821,2821,Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe2o3,50000,Weight in kilograms,0.02,20350,Weight in kilograms,0.03,-0.009999999999999998,29650,59.3,-49.999999999999986,0.009999999999999998,49.999999999999986
2823,2823,Titanium oxides,5688000,Weight in kilograms,12.77,5935031,Weight in kilograms,13.0,-0.23000000000000043,-247031,-4.343020393811533,-1.8010963194988288,0.23000000000000043,1.8010963194988288
2824,2824,Lead oxides; red lead and orange lead,260000,Weight in kilograms,0.6,380000,Weight in kilograms,0.84,-0.24,-120000,-46.15384615384615,-40.0,0.24,40.0
2825,2825,"Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides",2890457,Weight in kilograms,15.91,2860387,Weight in kilograms,11.87,4.040000000000001,30070,1.04031992172864,25.392834695160282,4.040000000000001,25.392834695160282
2826,2826,"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts",36081,Weight in kilograms,0.2,37155,Weight in kilograms,0.23,-0.03,-1074,-2.97663590255259,-15.0,0.03,15.0
2827,2827,Chlorides; chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides,384321,Weight in kilograms,2.19,301300,Weight in kilograms,1.69,0.5,83021,21.60199416633491,22.831050228310502,0.5,22.831050228310502
2830,2830,Sulphides; polysulphides whether or not chemically defined,50,Weight in kilograms,0.0,52,Weight in kilograms,0.0,0.0,-2,-4.0,,0.0,
2831,2831,Dithionites and sulphoxylates,558100,Weight in kilograms,0.63,468100,Weight in kilograms,0.5,0.13,90000,16.12614226841068,20.634920634920636,0.13,20.634920634920636
