,code,desc,quantity_a,quantity_desc_a,value_a,quantity_b,quantity_desc_b,value_b,value_diff,quantity_diff,quantity_pct,value_pct,value_diff_abs,value_pct_abs
2202,2202,"Waters, including mineral and aerated waters, containing added sugar or sweetening matter, flavoured; other non-alcoholic beverages, not including fruit or vegetable juices of heading no. 2009",5713,Volume in litres,0.01,782,Volume in litres,0.0,0.01,4931,86.31192018204096,100.0,0.01,100.0
2203,2203,Beer made from malt,14746,Volume in litres,0.03,2400,Volume in litres,0.01,0.019999999999999997,12346,83.72439983724401,66.66666666666666,0.019999999999999997,66.66666666666666
2204,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",8849,Volume in litres,0.07,0,Volume in litres,0.0,0.07,8849,100.0,100.0,0.07,100.0
2206,2206,"Fermented beverages, n.e.c. in chapter 22; (e.g. cider, perry, mead, sake)",144,Volume in litres,0.0,8408,Volume in litres,0.07,-0.07,-8264,-5738.888888888889,-inf,0.07,inf
2207,2207,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of 80% vol. or higher; ethyl alcohol and other spirits, denatured, of any strength",36172,Volume in litres,0.17,24000,Volume in litres,0.1,0.07,12172,33.650337277452174,41.1764705882353,0.07,41.1764705882353
2208,2208,"Ethyl alcohol, undenatured; of an alcoholic strength by volume of less than 80% volume; spirits, liqueurs and other spirituous beverages",39731,Volume in litres,0.59,52679,Volume in litres,0.59,0.0,-12948,-32.58916211522489,0.0,0.0,0.0
2209,2209,Vinegar and substitutes for vinegar obtained from acetic acid,25710,Volume in litres,0.04,27511,Volume in litres,0.05,-0.010000000000000002,-1801,-7.005056398288604,-25.000000000000007,0.010000000000000002,25.000000000000007
0301,0301,Fish; live,3450,Weight in kilograms,0.1,2716,Weight in kilograms,0.1,0.0,734,21.27536231884058,0.0,0.0,0.0
0302,0302,"Fish; fresh or chilled, excluding fish fillets and other fish meat of heading 0304",1263,Weight in kilograms,0.06,1360,Weight in kilograms,0.04,0.019999999999999997,-97,-7.68012668250198,33.33333333333333,0.019999999999999997,33.33333333333333
0303,0303,"Fish; frozen, excluding fish fillets and other fish meat of heading 0304",9394,Weight in kilograms,0.41,3946,Weight in kilograms,0.13,0.27999999999999997,5448,57.994464551841595,68.29268292682926,0.27999999999999997,68.29268292682926
0304,0304,"Fish fillets and other fish meat (whether or not minced); fresh, chilled or frozen",10634,Weight in kilograms,0.26,13681,Weight in kilograms,0.32,-0.06,-3047,-28.65337596388941,-23.076923076923077,0.06,23.076923076923077
0306,0306,"Crustaceans; in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked, cooked or not before or during smoking; in shell, steamed or boiled, whether or not chilled, frozen, dried, salted or in brine; edible flours, meals, pellets",26506,Weight in kilograms,0.22,114,Weight in kilograms,0.01,0.21,26392,99.569908699917,95.45454545454545,0.21,95.45454545454545
0307,0307,"Molluscs; whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; smoked molluscs, whether in shell or not, cooked or not before or during the smoking process; flours, meals and pellets of molluscs, fit for human consumption",32154,Weight in kilograms,0.21,70,Weight in kilograms,0.0,0.21,32084,99.78229769235554,100.0,0.21,100.0
0405,0405,Butter and other fats and oils derived from milk; dairy spreads,330,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,330,100.0,,0.0,
0409,0409,Honey; natural,100,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,100,100.0,,0.0,
0508,0508,"Coral and similar materials, unworked or simply prepared, shells of molluscs, crustaceans or echinoderms and cuttle-bone, not cut to shape powder and waste thereof",14,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,14,100.0,,0.0,
0602,0602,"Plants, live; n.e.c. in heading no. 0601, (including their roots) cuttings and slips; mushroom spawn",171,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,171,100.0,,0.0,
0710,0710,Vegetables (uncooked or cooked by steaming or boiling in water); frozen,32298,Weight in kilograms,0.05,0,Weight in kilograms,0.0,0.05,32298,100.0,100.0,0.05,100.0
0712,0712,"Vegetables, dried; whole, cut, sliced, broken or in powder, but not further prepared",38839,Weight in kilograms,0.11,0,Weight in kilograms,0.0,0.11,38839,100.0,100.0,0.11,100.0
0801,0801,"Nuts, edible; coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled",24182,Weight in kilograms,0.25,0,Weight in kilograms,0.0,0.25,24182,100.0,100.0,0.25,100.0
0805,0805,Citrus fruit; fresh or dried,80,Weight in kilograms,0.01,60,Weight in kilograms,0.0,0.01,20,25.0,100.0,0.01,100.0
0810,0810,"Fruit, fresh; n.e.c. in chapter 08",150,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,150,100.0,,0.0,
0902,0902,Tea,10967,Weight in kilograms,0.29,10501,Weight in kilograms,0.24,0.04999999999999999,466,4.249110969271451,17.241379310344826,0.04999999999999999,17.241379310344826
0904,0904,Pepper of the genus piper; dried or crushed or ground fruits of the genus capsicum or of the genus pimenta,5710,Weight in kilograms,0.04,853,Weight in kilograms,0.01,0.03,4857,85.06129597197899,75.0,0.03,75.0
0909,0909,"Seeds of anise, badian, fennel, coriander, cumin, caraway or juniper",28650,Weight in kilograms,0.1,0,Weight in kilograms,0.0,0.1,28650,100.0,100.0,0.1,100.0
0910,0910,"Ginger, saffron, tumeric (curcuma), thyme, bay leaves, curry and other spices",21494,Weight in kilograms,0.08,1345,Weight in kilograms,0.01,0.07,20149,93.74243975062808,87.50000000000001,0.07,87.50000000000001
1006,1006,Rice,39758,Weight in kilograms,0.02,38389,No Quantity,0.04,-0.02,1369,3.44333215956537,-100.0,0.02,100.0
1103,1103,Cereal groats; meal and pellets,480,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,480,100.0,,0.0,
1108,1108,Starches; inulin,6550,Weight in kilograms,0.02,5060,Weight in kilograms,0.02,0.0,1490,22.748091603053435,0.0,0.0,0.0
1202,1202,"Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken",18000,Weight in kilograms,0.02,0,Weight in kilograms,0.0,0.02,18000,100.0,100.0,0.02,100.0
1209,1209,"Seeds, fruit and spores; of a kind used for sowing",134031,Weight in kilograms,9.42,6920,Weight in kilograms,1.18,8.24,127111,94.83701531735196,87.47346072186836,8.24,87.47346072186836
1211,1211,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh, chilled, frozen or dried, whether or not cut, crushed or powdered",570,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,570,100.0,,0.0,
1301,1301,"Lac; natural gums, resins, gum-resins and oleoresins (for example, balsams)",833,Weight in kilograms,0.03,833,Weight in kilograms,0.03,0.0,0,0.0,0.0,0.0,0.0
1302,1302,"Vegetable saps and extracts; pectic substances, pectinates and pectates; agar-agar and other mucilages and thickeners, whether or not modified, derived from vegetable products",17284,Weight in kilograms,1.05,768,Weight in kilograms,0.11,0.9400000000000001,16516,95.55658412404536,89.52380952380953,0.9400000000000001,89.52380952380953
1505,1505,Wool grease and fatty substances derived therefrom (including lanolin),28896,Weight in kilograms,0.05,14464,Weight in kilograms,0.02,0.030000000000000002,14432,49.944629014396455,60.0,0.030000000000000002,60.0
1509,1509,"Olive oil and its fractions; whether or not refined, but not chemically modified",43,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,43,100.0,,0.0,
1512,1512,"Sun-flower seed, safflower or cotton-seed oil and their fractions; whether or not refined, but not chemically modified",133,Weight in kilograms,0.01,0,Weight in kilograms,0.0,0.01,133,100.0,100.0,0.01,100.0
1514,1514,"Rape, colza or mustard oil and their fractions; whether or not refined, but not chemically modified",180,Weight in kilograms,0.0,627,Weight in kilograms,0.0,0.0,-447,-248.33333333333334,,0.0,
1515,1515,"Fixed vegetable fats and oils (including jojoba oil) and their fractions, whether or not refined; but not chemically modified",3369,Weight in kilograms,0.04,264,Weight in kilograms,0.02,0.02,3105,92.16384683882458,50.0,0.02,50.0
1516,1516,"Animal or vegetable fats and oils and their fractions; partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared",20,Weight in kilograms,0.0,540,Weight in kilograms,0.0,0.0,-520,-2600.0,,0.0,
1518,1518,"Animal or vegetable fats, oils, fractions, modified in any way, excluding heading no. 1516; inedible versions of animal or vegetable fats, oils or fractions of this chapter, n.e.c. or included",18,Weight in kilograms,0.0,307502,Weight in kilograms,0.15,-0.15,-307484,-1708244.4444444445,-inf,0.15,inf
1520,1520,"Glycerol, crude; glycerol waters and glycerol lyes",1,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,1,100.0,,0.0,
1521,1521,"Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti; whether or not refined or coloured",801,Weight in kilograms,0.04,780,Weight in kilograms,0.03,0.010000000000000002,21,2.6217228464419478,25.000000000000007,0.010000000000000002,25.000000000000007
1604,1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,3034,Weight in kilograms,0.1,2514,Weight in kilograms,0.05,0.05,520,17.139090309822016,50.0,0.05,50.0
1605,1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",16770,Weight in kilograms,0.08,12180,Weight in kilograms,0.24,-0.15999999999999998,4590,27.370304114490164,-199.99999999999994,0.15999999999999998,199.99999999999994
1701,1701,"Cane or beet sugar and chemically pure sucrose, in solid form",13020,Weight in kilograms,0.09,55331,No Quantity,0.03,0.06,-42311,-324.9692780337942,66.66666666666666,0.06,66.66666666666666
1702,1702,"Sugars, including lactose, maltose, glucose or fructose in solid form; sugar syrups without added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel",42491,Weight in kilograms,0.13,129885,Weight in kilograms,0.27,-0.14,-87394,-205.67649619919513,-107.69230769230771,0.14,107.69230769230771
1704,1704,"Sugar confectionery (including white chocolate), not containing cocoa",242,Weight in kilograms,0.0,518,Weight in kilograms,0.01,-0.01,-276,-114.0495867768595,-inf,0.01,inf
1805,1805,"Cocoa; powder, not containing added sugar or other sweetening matter",3300,Weight in kilograms,0.03,0,Weight in kilograms,0.0,0.03,3300,100.0,100.0,0.03,100.0
1806,1806,Chocolate and other food preparations containing cocoa,16475,Weight in kilograms,0.42,12051,Weight in kilograms,0.33,0.08999999999999997,4424,26.85280728376328,21.428571428571423,0.08999999999999997,21.428571428571423
1901,1901,"Malt extract; flour/groats/meal/starch/malt extract products, no cocoa (or less than 40% by weight) and food preparations of goods of headings 04.01 to 04.04, no cocoa (or less than 5% by weight), weights calculated on a totally defatted basis, n.e.c.",200,Weight in kilograms,0.0,15872,Weight in kilograms,0.04,-0.04,-15672,-7836.0,-inf,0.04,inf
1902,1902,"Pasta; whether or not cooked or stuffed with meat or other substance, or otherwise prepared, egg spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous, whether or not prepared",15135,Weight in kilograms,0.05,17731,Weight in kilograms,0.07,-0.020000000000000004,-2596,-17.15229600264288,-40.00000000000001,0.020000000000000004,40.00000000000001
1904,1904,"Prepared foods obtained by swelling or roasting cereals or cereal products (e.g. corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (not flour and meal), pre-cooked or otherwise prepared, n.e.c.",1840,Weight in kilograms,0.01,0,Weight in kilograms,0.0,0.01,1840,100.0,100.0,0.01,100.0
1905,1905,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",6761,Weight in kilograms,0.12,3835,Weight in kilograms,0.13,-0.010000000000000009,2926,43.27762165360154,-8.333333333333341,0.010000000000000009,8.333333333333341
2001,2001,"Vegetables, fruit, nuts and other edible parts of plants; prepared or preserved by vinegar or acetic acid",22296,Weight in kilograms,0.05,1759,Weight in kilograms,0.01,0.04,20537,92.11069250089702,80.0,0.04,80.0
2003,2003,"Mushrooms and truffles, prepared or preserved other than by vinegar or acetic acid",936,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,936,100.0,,0.0,
2004,2004,"Vegetables preparations n.e.c.; prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading no. 2006",15095,Weight in kilograms,0.31,0,Weight in kilograms,0.0,0.31,15095,100.0,100.0,0.31,100.0
2005,2005,"Vegetables preparations n.e.c.; prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading no. 2006",2469,Weight in kilograms,0.03,1799,Weight in kilograms,0.02,0.009999999999999998,670,27.13649250708789,33.33333333333333,0.009999999999999998,33.33333333333333
2007,2007,"Jams, fruit jellies, marmalades, fruit or nut puree and fruit or nut pastes, being cooked preparations; whether or not containing added sugar or other sweetening matter",16250,Weight in kilograms,0.04,0,Weight in kilograms,0.0,0.04,16250,100.0,100.0,0.04,100.0
2008,2008,"Fruit, nuts and other edible parts of plants; prepared or preserved in ways n.e.c., whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included",17878,Weight in kilograms,0.05,1193,Weight in kilograms,0.01,0.04,16685,93.32699407092517,80.0,0.04,80.0
2009,2009,"Fruit juices (including grape must) and vegetable juices, unfermented, not containing added spirit; whether or not containing added sugar or other sweetening matter",11851,Weight in kilograms,0.02,0,Weight in kilograms,0.0,0.02,11851,100.0,100.0,0.02,100.0
2101,2101,"Extracts, essences, concentrates of coffee, tea or mate; preparations with a basis of these products or with a basis of coffee, tea or mate; roasted chicory and other roasted coffee substitutes and extracts, essences and concentrates thereof",7041,Weight in kilograms,0.04,100,Weight in kilograms,0.01,0.03,6941,98.5797471950007,75.0,0.03,75.0
2103,2103,"Sauces and preparations therefor; mixed condiments and mixed seasonings, mustard flour and meal and prepared mustard",89866,Weight in kilograms,0.31,67928,Weight in kilograms,0.28,0.02999999999999997,21938,24.41190216544633,9.677419354838701,0.02999999999999997,9.677419354838701
2104,2104,Soups and broths and preparations therefor; homogenised composite food preparations,24,Weight in kilograms,0.0,5046,Weight in kilograms,0.06,-0.06,-5022,-20925.0,-inf,0.06,inf
2106,2106,Food preparations not elsewhere specified or included,53134,Weight in kilograms,0.86,13349,Weight in kilograms,0.98,-0.12,39785,74.87672676628901,-13.953488372093023,0.12,13.953488372093023
2309,2309,Preparations of a kind used in animal feeding,60554,Weight in kilograms,0.33,97027,No Quantity,0.15,0.18000000000000002,-36473,-60.23218945073818,54.545454545454554,0.18000000000000002,54.545454545454554
2402,2402,"Cigars, cheroots, cigarillos and cigarettes; of tobacco or of tobacco substitutes",8,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,8,100.0,,0.0,
2501,2501,Salt (including table salt and denatured salt); pure sodium chloride whether or not in aqueous solution; sea water,110,Weight in kilograms,0.0,38,No Quantity,0.06,-0.06,72,65.45454545454545,-inf,0.06,inf
2503,2503,"Sulphur of all kinds; other than sublimed, precipitated and colloidal sulphur",83627060,Weight in kilograms,10.15,74591,Weight in kilograms,5.04,5.11,83552469,99.9108051867422,50.3448275862069,5.11,50.3448275862069
2504,2504,Graphite; natural,19611,Weight in kilograms,0.09,38827,No Quantity,0.1,-0.010000000000000009,-19216,-97.98582428229055,-11.111111111111121,0.010000000000000009,11.111111111111121
2505,2505,"Sands of all kinds; natural, whether or not coloured, other than metal-bearing sands of chapter 26",16000,Weight in kilograms,0.03,7,Weight in kilograms,0.01,0.019999999999999997,15993,99.95625,66.66666666666666,0.019999999999999997,66.66666666666666
2506,2506,"Quartz; (other than natural sands), quartzite, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",67,Weight in kilograms,0.0,13538,Weight in kilograms,0.0,0.0,-13471,-20105.97014925373,,0.0,
2507,2507,Kaolin and other kaolinic clays; whether or not calcined,941326,Weight in kilograms,0.19,268085,No Quantity,0.05,0.14,673241,71.52049343160606,73.6842105263158,0.14,73.6842105263158
2508,2508,"Clays; (not including expanded clays of heading no. 6806), andalusite kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas earth",302136,Weight in kilograms,0.29,39807,Weight in kilograms,0.02,0.26999999999999996,262329,86.82480737151481,93.10344827586206,0.26999999999999996,93.10344827586206
2511,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",174800,Weight in kilograms,0.1,0,Weight in kilograms,0.0,0.1,174800,100.0,100.0,0.1,100.0
2512,2512,"Siliceous fossil meals (e.g. kieselguhr, tripolite and diatomite) and similar siliceous earths; whether or not calcined, of an apparent specific gravity of 1 or less",200,Weight in kilograms,0.0,0,No Quantity,0.09,-0.09,200,100.0,-inf,0.09,inf
2513,2513,"Pumice stone; emery; natural corundum, natural garnet and other natural abrasives, whether or not heat treated",83014,Weight in kilograms,0.04,206400,Weight in kilograms,0.06,-0.019999999999999997,-123386,-148.63276073915245,-49.999999999999986,0.019999999999999997,49.999999999999986
2517,2517,"Pebbles, gravel, crushed stone for concrete aggregates for road or railway ballast, shingle or flint; macadam of slag, dross etc tarred granules, chippings, powder of stones of heading no. 2515 and 2516",15432,Weight in kilograms,0.01,0,No Quantity,0.12,-0.11,15432,100.0,-1100.0,0.11,1100.0
2518,2518,"Dolomite, whether or not calcined or sintered; including dolomite roughly trimmed, or merely cut by sawing or otherwise into blocks or slabs of rectangular (including square) shape; dolomite ramming mix",20000,Weight in kilograms,0.0,30669,No Quantity,0.0,0.0,-10669,-53.345,,0.0,
2519,2519,"Natural magnesium carbonate (magnesite); fused magnesia; dead-burned (sintered) magnesia, whether or not containing small quantities of other oxides added before sintering; magnesium oxide, pure or not",2735841,Weight in kilograms,4.06,2293938,Weight in kilograms,3.49,0.5699999999999994,441903,16.152364117651572,14.039408866995059,0.5699999999999994,14.039408866995059
2520,2520,"Gypsum; anhydrite; plasters (consisting of calcined gypsum or calcium sulphate), coloured or not, with or without small quantities of accelerators or retarders",100,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,100,100.0,,0.0,
2522,2522,"Quicklime, slaked lime and hydraulic lime; other than calcium oxide and hydroxide of heading no. 2825",17860,Weight in kilograms,0.06,139075,No Quantity,0.02,0.039999999999999994,-121215,-678.6954087346024,66.66666666666666,0.039999999999999994,66.66666666666666
2523,2523,"Portland cement, aluminous cement (ciment fondu), slag cement, supersulphate cement and similar hydraulic cements, whether or not coloured or in the form of clinkers",168205529,Weight in kilograms,9.36,187045164,No Quantity,6.64,2.7199999999999998,-18839635,-11.200366071200905,29.059829059829056,2.7199999999999998,29.059829059829056
2524,2524,Asbestos,140,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,140,100.0,,0.0,
2525,2525,"Mica, including splittings; mica waste",89864,Weight in kilograms,0.25,68764,Weight in kilograms,0.08,0.16999999999999998,21100,23.479925220332948,68.0,0.16999999999999998,68.0
2526,2526,"Natural steatite; whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape; talc",15832,Weight in kilograms,0.05,372854,No Quantity,0.21,-0.15999999999999998,-357022,-2255.065689742294,-319.99999999999994,0.15999999999999998,319.99999999999994
2528,2528,"Natural borates and concentrates thereof (whether or not calcined), but not including borates separated from natural brine; natural boric acid containing not more than 85 % of H3BO3 calculated on the dry weight",100,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,100,100.0,,0.0,
2529,2529,Feldspar; leucite; nepheline and nepheline syenite; fluorspar,880000,Weight in kilograms,0.23,0,Weight in kilograms,0.0,0.23,880000,100.0,100.0,0.23,100.0
2530,2530,Mineral substances not elsewhere specified or included,34327,Weight in kilograms,0.07,1341868,No Quantity,0.69,-0.6199999999999999,-1307541,-3809.074489468931,-885.7142857142854,0.6199999999999999,885.7142857142854
2611,2611,Tungsten ores and concentrates,34514,Weight in kilograms,0.2,0,Weight in kilograms,0.0,0.2,34514,100.0,100.0,0.2,100.0
2614,2614,Titanium ores and concentrates,120000,Weight in kilograms,0.12,0,Weight in kilograms,0.0,0.12,120000,100.0,100.0,0.12,100.0
2615,2615,"Niobium, tantalum, vanadium or zirconium ores and concentrates",50,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,50,100.0,,0.0,
2618,2618,Granulated slag (slag sand) from the manufacture of iron or steel,20000,Weight in kilograms,0.01,20,Weight in kilograms,0.01,0.0,19980,99.9,0.0,0.0,0.0
2619,2619,"Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel",55828000,Weight in kilograms,5.52,11000,Weight in kilograms,0.26,5.26,55817000,99.98029662534928,95.28985507246377,5.26,95.28985507246377
2620,2620,"Slag, ash and residues; (not from the manufacture of iron or steel) containing metals, arsenic or their compounds",156505,Weight in kilograms,0.25,58613,Weight in kilograms,2.88,-2.63,97892,62.54880035781605,-1052.0,2.63,1052.0
2704,2704,"Coke and semi-coke; of coal, lignite or peat, whether or not agglomerated; retort carbon",294763000,Weight in kilograms,98.59,302464207,No Quantity,109.65,-11.060000000000002,-7701207,-2.612677642716352,-11.218176285627347,11.060000000000002,11.218176285627347
2707,2707,Oils and other products of the distillation of high temperature coal tar; similar products in which the weight of the aromatic constituents exceeds that of the non-aromatic constituents,1003562,Weight in kilograms,0.73,33003720,Weight in kilograms,23.42,-22.69,-32000158,-3188.657800913147,-3108.219178082192,22.69,3108.219178082192
2708,2708,Pitch and pitch coke; obtained from coal tar or from other mineral tars,6501000,Weight in kilograms,24.52,0,Weight in kilograms,0.0,24.52,6501000,100.0,100.0,24.52,100.0
2710,2710,"Petroleum oils and oils from bituminous minerals, not crude; preparations n.e.c, containing by weight 70% or more of petroleum oils or oils from bituminous minerals; these being the basic constituents of the preparations; waste oils",16621255,Weight in kilograms,19.82,43671447,Weight in kilograms,35.52,-15.700000000000003,-27050192,-162.74458216301957,-79.21291624621595,15.700000000000003,79.21291624621595
2711,2711,Petroleum gases and other gaseous hydrocarbons,120,Weight in kilograms,0.01,0,Weight in kilograms,0.0,0.01,120,100.0,100.0,0.01,100.0
2712,2712,"Petroleum jelly; paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, similar products obtained by synthesis, other processes; coloured or not",1250692,Weight in kilograms,2.2,1198614,Weight in kilograms,1.88,0.3200000000000003,52078,4.163934845669438,14.545454545454556,0.3200000000000003,14.545454545454556
2713,2713,"Petroleum coke, petroleum bitumen; other residues of petroleum oils or oils obtained from bituminous minerals",57285221,Weight in kilograms,139.91,205925101,No Quantity,126.86,13.049999999999997,-148639880,-259.4733465373207,9.3274247730684,13.049999999999997,9.3274247730684
2714,2714,"Bitumen and asphalt, natural; bituminous or oil shale and tar sands; asphaltites and asphaltic rocks",46950,Weight in kilograms,0.07,0,Weight in kilograms,0.0,0.07,46950,100.0,100.0,0.07,100.0
2801,2801,"Fluorine, chlorine, bromine and iodine",674450,Weight in kilograms,18.92,638850,Weight in kilograms,16.93,1.990000000000002,35600,5.27837497219957,10.517970401691342,1.990000000000002,10.517970401691342
2802,2802,"Sulphur; sublimed or precipitated, colloidal sulphur",7360,Weight in kilograms,0.02,4000,Weight in kilograms,0.01,0.01,3360,45.65217391304348,50.0,0.01,50.0
2803,2803,Carbon; carbon blacks and other forms of carbon n.e.c.,2079655,Weight in kilograms,5.46,2128200,Weight in kilograms,4.97,0.4900000000000002,-48545,-2.334281407252645,8.974358974358978,0.4900000000000002,8.974358974358978
2805,2805,"Alkali or alkaline-earth metals; rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed; mercury",49511,Weight in kilograms,1.45,4657,Weight in kilograms,0.21,1.24,44854,90.59400941204984,85.51724137931035,1.24,85.51724137931035
2806,2806,Hydrogen chloride (hydrochloric acid); chlorosulphuric acid,25,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,25,100.0,,0.0,
2807,2807,Sulphuric acid; oleum,323186510,Weight in kilograms,19.7,322695000,Weight in kilograms,11.61,8.09,491510,0.15208246161017056,41.06598984771574,8.09,41.06598984771574
2808,2808,Nitric acid; sulphonitric acids,300,Weight in kilograms,0.01,0,Weight in kilograms,0.0,0.01,300,100.0,100.0,0.01,100.0
2809,2809,Diphosphorus pentoxide; phosphoric acid and polyphosphoric acids,3776,Weight in kilograms,0.02,0,Weight in kilograms,0.0,0.02,3776,100.0,100.0,0.02,100.0
2810,2810,Oxides of boron; boric acids,827,Weight in kilograms,0.0,8640,Weight in kilograms,0.03,-0.03,-7813,-944.7400241837968,-inf,0.03,inf
2811,2811,Inorganic acids and other inorganic oxygen compounds of non-metals; n.e.c. in heading no. 2806 to 2810,777594,Weight in kilograms,4.14,754064,Weight in kilograms,5.73,-1.5900000000000007,23530,3.0260007150260932,-38.405797101449295,1.5900000000000007,38.405797101449295
2812,2812,Halides and halide oxides of non-metals,2338,Weight in kilograms,0.03,0,Weight in kilograms,0.0,0.03,2338,100.0,100.0,0.03,100.0
2814,2814,Ammonia; anhydrous or in aqueous solution,29,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,29,100.0,,0.0,
2815,2815,Sodium hydroxide (caustic soda); potassium hydroxide (caustic potash) peroxides of sodium or potassium,105719494,Weight in kilograms,43.8,203189350,Weight in kilograms,33.68,10.119999999999997,-97469856,-92.19667282932701,23.105022831050224,10.119999999999997,23.105022831050224
2816,2816,"Hydroxide and peroxide of magnesium; oxides, hydroxides and peroxides of strontium or barium",27741,Weight in kilograms,0.11,23472,Weight in kilograms,0.08,0.03,4269,15.388774737752783,27.27272727272727,0.03,27.27272727272727
2817,2817,Zinc; oxide and peroxide,108993,Weight in kilograms,0.63,100028,Weight in kilograms,0.57,0.06000000000000005,8965,8.22529887240465,9.52380952380953,0.06000000000000005,9.52380952380953
2818,2818,Aluminium oxide (including artificial corundum); aluminium hydroxide,1469513,Weight in kilograms,4.03,918745,Weight in kilograms,2.28,1.7500000000000004,550768,37.47962760451932,43.424317617866016,1.7500000000000004,43.424317617866016
2819,2819,Chromium oxides and hydroxides,69375,Weight in kilograms,0.79,69150,Weight in kilograms,0.71,0.08000000000000007,225,0.3243243243243243,10.12658227848102,0.08000000000000007,10.12658227848102
2821,2821,Iron oxides and hydroxides; earth colours containing 70% or more by weight of combined iron evaluated as Fe2o3,1957693,Weight in kilograms,2.59,1052260,Weight in kilograms,1.1,1.4899999999999998,905433,46.24999936149335,57.52895752895753,1.4899999999999998,57.52895752895753
2823,2823,Titanium oxides,606221,Weight in kilograms,2.75,610560,Weight in kilograms,2.07,0.6800000000000002,-4339,-0.7157455779328,24.727272727272734,0.6800000000000002,24.727272727272734
2825,2825,"Hydrazine and hydroxylamine and their inorganic salts; other inorganic bases; other metal oxides, hydroxides and peroxides",7457019,Weight in kilograms,26.14,6404459,Weight in kilograms,21.71,4.43,1052560,14.115023711217578,16.94720734506503,4.43,16.94720734506503
2826,2826,"Fluorides; fluorosilicates, fluoroaluminates and other complex fluorine salts",398560,Weight in kilograms,0.18,398000,Weight in kilograms,0.15,0.03,560,0.1405058209554396,16.666666666666664,0.03,16.666666666666664
2827,2827,Chlorides; chloride oxides and chloride hydroxides; bromides and bromide oxides; iodides and iodide oxides,96731,Weight in kilograms,0.63,94100,Weight in kilograms,1.14,-0.5099999999999999,2631,2.7199139882767676,-80.95238095238093,0.5099999999999999,80.95238095238093
2828,2828,Hypochlorites; commercial calcium hypochlorite; chlorites; hypobromites,34,Weight in kilograms,0.01,452,Weight in kilograms,0.21,-0.19999999999999998,-418,-1229.4117647058824,-1999.9999999999995,0.19999999999999998,1999.9999999999995
2830,2830,Sulphides; polysulphides whether or not chemically defined,8673,Weight in kilograms,0.11,7400,Weight in kilograms,0.09,0.020000000000000004,1273,14.677735500980052,18.181818181818183,0.020000000000000004,18.181818181818183
2832,2832,Sulphites; thiosulphates,3,Weight in kilograms,0.0,0,Weight in kilograms,0.0,0.0,3,100.0,,0.0,
