,code,desc,quantity_a,quantity_desc_a,value_a,quantity_b,quantity_desc_b,value_b,value_diff,quantity_diff,quantity_pct,value_pct,value_diff_abs,value_pct_abs
9021,9021,"Orthopaedic appliances; including crutches, surgical belts and trusses; splints and other fracture appliances; artificial parts of the body; hearing aids and other which are worn, carried or implanted in the body to compensate for a defect or disability",1350,No Quantity,1.12,1112,Weight in kilograms,0.7,0.42000000000000015,238,17.62962962962963,37.500000000000014,0.42000000000000015,37.500000000000014
9022,9022,"X-ray, alpha, beta, gamma radiation apparatus; x-ray tubes, x-ray generators, high tension generators, control panels and desks, screens, examination or treatment tables, chairs and the like",448170,No Quantity,67.54,305623,No Quantity,46.43,21.110000000000007,142547,31.806457371086864,31.255552265324262,21.110000000000007,31.255552265324262
9024,9024,"Machines and appliances for testing the hardness, strength, compressibility, elasticity of other mechanical properties of materials (e.g. metals, wood, textiles, paper, plastics)",32188,No Quantity,4.39,37010,No Quantity,4.74,-0.35000000000000053,-4822,-14.980738163290667,-7.972665148063794,0.35000000000000053,7.972665148063794
9025,9025,"Hydrometers and similar floating instruments, thermometers, pyrometers, barometers, hygrometers and psychrometers, recording or not",27364,No Quantity,2.83,28901,No Quantity,3.53,-0.6999999999999997,-1537,-5.616868878818886,-24.734982332155468,0.6999999999999997,24.734982332155468
9026,9026,"Instruments, apparatus for measuring or checking the flow, level, pressure of liquids, gases (e.g. flow meters, heat meters etc), not instruments and apparatus of heading no. 9014, 9015, 9028 or 9032",122403,No Quantity,18.58,236206,No Quantity,24.66,-6.080000000000002,-113803,-92.97402841433625,-32.7233584499462,6.080000000000002,32.7233584499462
9027,9027,"Instruments and apparatus; for physical or chemical analysis (e.g. polarimeters, spectrometers), for measuring or checking viscosity, porosity, etc, for measuring quantities of heat, sound or light",215351,No Quantity,82.54,407531,No Quantity,87.03,-4.489999999999995,-192180,-89.24035644134459,-5.439786770050878,4.489999999999995,5.439786770050878
9028,9028,"Gas, liquid or electricity supply or production meters, including calibrating meters therefor",1282,No Quantity,0.08,266,No Quantity,0.07,0.009999999999999995,1016,79.25117004680187,12.499999999999993,0.009999999999999995,12.499999999999993
9029,9029,"Revolution counter, production counters, taximeters, mileometers, pedometers and the like, speed indicators and tachometers, other than those of heading no. 9015, stroboscopes",274037,No Quantity,24.02,183855,No Quantity,16.8,7.219999999999999,90182,32.908694811284604,30.058284762697745,7.219999999999999,30.058284762697745
9030,9030,"Instruments, apparatus for measuring, checking electrical quantities not meters of heading no. 9028; instruments, apparatus for measuring or detecting alpha, beta, gamma, x-ray, cosmic and other radiations",69212,No Quantity,35.1,59780,No Quantity,33.73,1.3700000000000045,9432,13.627694619430155,3.903133903133916,1.3700000000000045,3.903133903133916
9031,9031,"Measuring or checking instruments, appliances and machines, n.e.c. or included in this chapter; profile projectors",1033279,No Quantity,188.76,1597434,No Quantity,155.3,33.45999999999998,-564155,-54.598515986485744,17.726213180758627,33.45999999999998,17.726213180758627
9032,9032,Regulating or controlling instruments and apparatus; automatic type,960265,No Quantity,85.91,850006,No Quantity,100.39,-14.480000000000004,110259,11.482142950123144,-16.85484809684554,14.480000000000004,16.85484809684554
9110,9110,"Watch or clock movements, complete, unassembled or partly assembled (movement sets); incomplete watch or clock movements, assembled; rough watch or clock movements",799,No Quantity,1.94,2,Weight in kilograms,0.01,1.93,797,99.7496871088861,99.48453608247422,1.93,99.48453608247422
9111,9111,Watch cases and parts thereof,1019,No Quantity,0.06,0,No Quantity,0.0,0.06,1019,100.0,100.0,0.06,100.0
9401,9401,"Seats (not those of heading no. 9402), whether or not convertible into beds and parts thereof",1242188,No Quantity,14.38,1334253,No Quantity,14.85,-0.46999999999999886,-92065,-7.411519029325674,-3.268428372739909,0.46999999999999886,3.268428372739909
9403,9403,"Furniture and parts thereof, n.e.c. in chapter 94",376537,No Quantity,2.99,151530,No Quantity,2.36,0.6300000000000003,225007,59.75694287679564,21.070234113712385,0.6300000000000003,21.070234113712385
9404,9404,"Mattress supports; articles of bedding (e.g. mattresses, quilts, eiderdowns, cushions pouffes and pillows), fitted with springs or stuffed, whether or not covered",10143,No Quantity,0.07,495,Weight in kilograms,0.03,0.04000000000000001,9648,95.11978704525288,57.14285714285715,0.04000000000000001,57.14285714285715
9504,9504,"Video game consoles and machines, articles for funfair, table or parlour games, including pintables, billiards, special tables for casino games and automatic bowling alley equipment",102930,No Quantity,1.22,12434,No Quantity,0.14,1.08,90496,87.91994559409308,88.52459016393443,1.08,88.52459016393443
9506,9506,"Gymnastics, athletics, other sports (including table tennis) or outdoor games equipment, n.e.c. in this chapter, swimming pools and paddling pools",998365,No Quantity,17.02,172043,No Quantity,5.43,11.59,826322,82.76752490321677,68.09635722679201,11.59,68.09635722679201
9507,9507,"Fishing rods, fish-hooks and other line fishing tackle; fish landing nets and the like; decoy birds (not those of heading no. 9208 or 9705) and similar hunting or shooting requisites",18074,No Quantity,0.65,8192,No Quantity,0.3,0.35000000000000003,9882,54.67522407878721,53.846153846153854,0.35000000000000003,53.846153846153854
9608,9608,"Pens; ball-point, felt tipped, other porous tipped pens; fountain pens, stylograph pens duplicating stylos, propelling or sliding pencils; parts of the foregoing, excluding those of heading no. 9609",613007,No Quantity,17.13,339909,No Quantity,15.87,1.2599999999999998,273098,44.55055162502223,7.355516637478107,1.2599999999999998,7.355516637478107
9613,9613,"Cigarette lighters and other lighters, whether or not mechanical or electrical and parts thereof other than flints and wicks",31222,No Quantity,0.53,64,Weight in kilograms,0.0,0.53,31158,99.79501633463583,100.0,0.53,100.0
9701,9701,"Paintings, drawings, pastels, executed entirely by hand; not drawings of heading no. 4906 and not hand-painted, hand-decorated manufactured articles; collages and similar decorative plaques",54,No Quantity,0.09,24,No Quantity,0.02,0.06999999999999999,30,55.55555555555556,77.77777777777777,0.06999999999999999,77.77777777777777
9999,9999,Commodities not specified according to kind,0,No Quantity,173.72,0,No Quantity,299.39,-125.66999999999999,0,,-72.34054800828919,125.66999999999999,72.34054800828919
5701,5701,"Carpets and other textile floor coverings; knotted, whether or not made up",0,Area in square metres,0.0,0,Area in square metres,0.0,0.0,0,,,0.0,
5702,5702,"Carpets and other textile floor coverings; woven, (not tufted or flocked), whether or not made up, including kelem, schumacks, karamanie and similar hand-woven rugs",645,Area in square metres,0.0,1040,Area in square metres,0.01,-0.01,-395,-61.240310077519375,-inf,0.01,inf
5703,5703,"Carpets and other textile floor coverings; tufted, whether or not made up",374278,Area in square metres,1.82,728413,Area in square metres,1.55,0.27,-354135,-94.61817151956568,14.835164835164836,0.27,14.835164835164836
5704,5704,"Carpets and other textile floor coverings; of felt, (not tufted or flocked), whether or not made up",0,Area in square metres,0.0,0,Area in square metres,0.0,0.0,0,,,0.0,
5705,5705,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up",4335,Area in square metres,0.02,0,Area in square metres,0.0,0.02,4335,100.0,100.0,0.02,100.0
5905,5905,Textile wall coverings,355,Area in square metres,0.07,1396,Area in square metres,0.06,0.010000000000000009,-1041,-293.23943661971833,14.285714285714295,0.010000000000000009,14.285714285714295
6907,6907,"Ceramic flags and paving, hearth or wall tiles; ceramic mosaic cubes and the like, whether or not on a backing; finishing ceramics",704508,Area in square metres,0.28,253600,Area in square metres,0.11,0.17000000000000004,450908,64.00324765652059,60.71428571428572,0.17000000000000004,60.71428571428572
7003,7003,"Glass; cast glass and rolled glass in sheets or profiles, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",0,Area in square metres,0.0,0,Area in square metres,0.0,0.0,0,,,0.0,
7005,7005,"Glass; float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked",4597406,Area in square metres,2.8,3123641,Area in square metres,2.67,0.1299999999999999,1473765,32.05644661359036,4.64285714285714,0.1299999999999999,4.64285714285714
3706,3706,"Cinematographic film; exposed and developed, whether or not incorporating sound track or consisting only of sound track",0,Length in metres,0.0,0,Length in metres,0.0,0.0,0,,,0.0,
4011,4011,"New pneumatic tyres, of rubber",12732836,Number of items,51.45,10335974,Number of items,45.8,5.650000000000006,2396862,18.824258790421865,10.9815354713314,5.650000000000006,10.9815354713314
4013,4013,"Inner tubes, of rubber",5205,Number of items,0.02,0,Number of items,0.0,0.02,5205,100.0,100.0,0.02,100.0
4415,4415,"Packing cases, boxes, crates, drums and similar packings, of wood; cable-drums of wood; pallets, box pallets and other load boards, of wood; pallet collars of wood",755760,Number of items,0.32,0,Number of items,0.0,0.32,755760,100.0,100.0,0.32,100.0
6101,6101,"Coats; men's or boys' overcoats, car-coats, capes, cloaks, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles; knitted or crocheted, other than those of heading no. 6103",11,Number of items,0.0,0,Number of items,0.0,0.0,11,100.0,,0.0,
6103,6103,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches, shorts (not swimwear); men's or boys', knitted or crocheted",27,Number of items,0.0,0,Number of items,0.0,0.0,27,100.0,,0.0,
6104,6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",156,Number of items,0.0,0,Number of items,0.0,0.0,156,100.0,,0.0,
6105,6105,"Shirts; men's or boys', knitted or crocheted",750,Number of items,0.02,0,Number of items,0.0,0.02,750,100.0,100.0,0.02,100.0
6106,6106,"Blouses, shirts and shirt-blouses; women's or girls', knitted or crocheted",5,Number of items,0.0,0,Number of items,0.0,0.0,5,100.0,,0.0,
6107,6107,"Underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles; men's or boys', knitted or crocheted",49,Number of items,0.0,0,Number of items,0.0,0.0,49,100.0,,0.0,
6108,6108,"Slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles; women's or girls', knitted or crocheted",274,Number of items,0.01,73,No Quantity,0.01,0.0,201,73.35766423357664,0.0,0.0,0.0
6109,6109,"T-shirts, singlets and other vests; knitted or crocheted",1556,Number of items,0.04,371,Number of items,0.0,0.04,1185,76.15681233933161,100.0,0.04,100.0
6110,6110,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted",369,Number of items,0.01,125,Number of items,0.01,0.0,244,66.12466124661248,0.0,0.0,0.0
6201,6201,"Overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, men's or boys', other than those of heading no. 6203 (not knitted or crocheted)",179,Number of items,0.01,0,Number of items,0.0,0.01,179,100.0,100.0,0.01,100.0
6202,6202,"Coats; women's or girls' overcoats, carcoats, capes, cloaks, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles, other than those of heading no. 6204 (not knitted or crocheted)",39,Number of items,0.0,0,Number of items,0.0,0.0,39,100.0,,0.0,
6203,6203,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear); men's or boys' (not knitted or crocheted)",794,Number of items,0.02,60,Number of items,0.01,0.01,734,92.44332493702771,50.0,0.01,50.0
6204,6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",1791,Number of items,0.06,0,Number of items,0.0,0.06,1791,100.0,100.0,0.06,100.0
6205,6205,Shirts; men's or boys' (not knitted or crocheted),223,Number of items,0.01,0,Number of items,0.0,0.01,223,100.0,100.0,0.01,100.0
6206,6206,"Blouses, shirts and shirt-blouses; women's or girls' (not knitted or crocheted)",140,Number of items,0.01,52,Number of items,0.0,0.01,88,62.857142857142854,100.0,0.01,100.0
6207,6207,"Singlets and other vests, underpants, briefs, night-shirts, pyjamas, bathrobes, dressing gowns and similar articles; men's or boys' (not knitted or crocheted)",1,Number of items,0.0,0,Number of items,0.0,0.0,1,100.0,,0.0,
6208,6208,"Singlets and other vests, slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles; women's or girls' (not knitted or crocheted)",28,Number of items,0.0,0,Number of items,0.0,0.0,28,100.0,,0.0,
6214,6214,"Shawls, scarves, mufflers, mantillas, veils and the like (not knitted or crocheted)",23,Number of items,0.0,0,Number of items,0.0,0.0,23,100.0,,0.0,
6601,6601,"Umbrellas; sun umbrellas (including walking stick umbrellas, garden umbrellas and similar umbrellas)",328,Number of items,0.0,0,Number of items,0.0,0.0,328,100.0,,0.0,
6910,6910,"Ceramic sinks, wash basins, wash basin pedestals, baths, bidets, water closet pans, flushing cisterns, urinals and similar sanitary fixtures",20144,Number of items,0.33,20712,No Quantity,0.32,0.010000000000000009,-568,-2.8196981731532964,3.030303030303033,0.010000000000000009,3.030303030303033
8407,8407,Reciprocating or rotary internal combustion piston engines,404945,Number of items,10.08,551103,Number of items,13.02,-2.9399999999999995,-146158,-36.09329662052871,-29.166666666666664,2.9399999999999995,29.166666666666664
8408,8408,Compression-ignition internal combustion piston engines (diesel or semi-diesel engines),4162307,Number of items,67.97,8219414,Number of items,93.34,-25.370000000000005,-4057107,-97.47255548425429,-37.325290569368846,25.370000000000005,37.325290569368846
8425,8425,Pulley tackle and hoists other than skip hoists; winches and capstans; jacks,184617,Number of items,2.24,157470,Number of items,2.32,-0.07999999999999963,27147,14.704496335657064,-3.5714285714285547,0.07999999999999963,3.5714285714285547
8426,8426,"Derricks, cranes, including cable cranes, mobile lifting frames, straddle carriers and works trucks fitted with a crane",2585630,Number of items,20.83,202131,Number of items,1.79,19.04,2383499,92.18252418172746,91.4066250600096,19.04,91.4066250600096
8427,8427,Fork-lift and other works trucks; fitted with lifting or handling equipment,2817665,Number of items,16.77,3433741,Number of items,13.91,2.8599999999999994,-616076,-21.864771007199224,17.05426356589147,2.8599999999999994,17.05426356589147
8428,8428,"Lifting, handling, loading or unloading machinery; n.e.c. in heading no. 8425, 8426 or 8427 (e.g. lifts, escalators, conveyors, teleferics)",6806446,Number of items,77.15,2931893,Number of items,99.42,-22.269999999999996,3874553,56.92475926496735,-28.865845755022672,22.269999999999996,28.865845755022672
8429,8429,"Bulldozers, graders, levellers, scrapers, angledozers, mechanical shovels, excavators, shovel loaders, tamping machines and road rollers, self-propelled",10346567,Number of items,66.78,8304009,Number of items,57.47,9.310000000000002,2042558,19.7414079471964,13.941299790356398,9.310000000000002,13.941299790356398
8430,8430,"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring machinery, for earth, minerals, or ores; pile drivers and extractors; snow ploughs and snow blowers",246569,Number of items,3.16,248467,Number of items,1.79,1.37,-1898,-0.7697642444914,43.35443037974684,1.37,43.35443037974684
8444,8444,"Textile machinery; for extruding, drawing, texturing or cutting man-made textile materials",84340,Number of items,2.28,233985,No Quantity,11.34,-9.06,-149645,-177.4306378942376,-397.3684210526316,9.06,397.3684210526316
8445,8445,"Textile machinery; spinning, doubling, twisting machines, textile reeling or winding machines and machines for preparing textile yarns for use on machines of heading no. 8446 and 8447",3571310,Number of items,74.35,2169990,Number of items,47.53,26.819999999999993,1401320,39.23826271032198,36.072629455279085,26.819999999999993,36.072629455279085
8446,8446,Weaving machines (looms),6234996,Number of items,74.07,4580440,Number of items,57.95,16.11999999999999,1654556,26.536600825405504,21.763196975833658,16.11999999999999,21.763196975833658
8447,8447,"Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, embroidery, trimmings, braid or net and machines for tufting",663110,Number of items,15.3,518682,Number of items,11.98,3.3200000000000003,144428,21.780398425600577,21.69934640522876,3.3200000000000003,21.69934640522876
8456,8456,"Machine-tools; for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic-beam, or plasma arc processes; water-jet cutting machines",567174,Number of items,20.72,514973,Number of items,17.97,2.75,52201,9.203701156964177,13.272200772200774,2.75,13.272200772200774
8457,8457,"Machining centres, unit construction machines (single station) and multi-station transfer machines for working metal",13314096,Number of items,203.78,8769458,Number of items,192.25,11.530000000000001,4544638,34.1340335836545,5.658062616547258,11.530000000000001,5.658062616547258
8458,8458,Lathes for removing metal,4227144,Number of items,65.2,2381783,Number of items,60.77,4.43,1845361,43.6550304413571,6.794478527607362,4.43,6.794478527607362
8459,8459,"Machine-tools; (including way-type unit head machines) for drilling, boring, milling, threading or tapping by removing metal, other than lathes of heading no. 8458",4440192,Number of items,41.33,654660,Number of items,31.31,10.02,3785532,85.2560429819251,24.243890636341643,10.02,24.243890636341643
8460,8460,"Machine-tools; for deburring, sharpening, grinding, honing, lapping, polishing or otherwise finishing metal, sintered metal carbides or cermets by means of grinding stones, abrasives or polishing products",3761429,Number of items,89.86,1923357,Number of items,85.47,4.390000000000001,1838072,48.86632181545896,4.885377253505454,4.390000000000001,4.885377253505454
8461,8461,"Machine-tools; for planing, shaping, slotting, broaching, gear cutting and grinding, finishing, sawing, cutting off and other tools working by removing metal, sintered metal carbides or cermets n.e.c.",1592822,Number of items,58.57,1365305,Number of items,59.23,-0.6599999999999966,227517,14.2838936177426,-1.126856752603716,0.6599999999999966,1.126856752603716
8462,8462,"Machine-tools; (including presses) for working metal by forging, hammering or die-stamping, for bending, folding, straightening, flattening, shearing or punching metal",10205995,Number of items,131.12,10512877,Number of items,89.07,42.05000000000001,-306882,-3.0068797799724574,32.06985967053082,42.05000000000001,32.06985967053082
8463,8463,"Machine-tools; n.e.c. for working metal, sintered metal carbides or cermets without removing material",291239,Number of items,6.0,425506,Number of items,13.27,-7.27,-134267,-46.1019987020969,-121.16666666666667,7.27,121.16666666666667
